date,chloride
YYYY-MM-DD,uM
2019-05-10,111.71004
2019-05-19,191.26693000000003
2019-05-24,126.20200000000001
2019-06-03,118.99501500000001
2019-06-18,109.78865
2019-07-01,119.93798500000001
2019-07-09,104.23718000000001
2019-07-16,95.87098000000002
2019-08-15,83.14443000000001
2019-09-05,87.295625
2019-10-02,88.24568500000001
2020-05-13,78.04672000000001
2020-05-28,66.41203
2020-06-10,71.94223
2020-06-24,68.36887000000002
2020-07-08,60.878285000000005
2020-08-03,57.382915000000004
2020-08-26,56.386770000000006
