date,fluoride
YYYY-MM-DD,uM
2021-06-21,8.67
2021-06-29,7.5
2021-07-08,14.22
2021-07-21,9.58
2021-07-27,11.58
2021-08-05,9.49
2021-08-11,4.82
2021-08-18,10.17
2021-08-26,6.64
2021-08-30,5.03
2021-09-12,7.27
2021-10-13,10.68
2021-11-05,26.39
2022-01-26,8.62
2022-02-15,27.04
