date,fluoride
YYYY-MM-DD,uM
2021-03-03,2.3
2021-03-19,3.88
2021-03-25,3.48
2021-04-07,5.22
2021-05-17,19.19
2021-05-28,6.94
2021-06-04,14.74
2021-06-11,8.7
2021-06-18,16.18
2021-07-02,4.62
2021-07-09,2.94
2021-07-15,5.47
2021-07-30,15.95
2021-08-06,6.53
2021-08-13,2.02
2021-08-19,2.61
2021-08-27,1.94
2021-09-03,1.9112
2021-10-01,7.22
2021-10-07,1.93
2021-10-15,3.51
2021-10-22,6.69
2021-10-27,5.53
2021-11-03,3.94
2021-11-11,1.96
