date,sulfate
YYYY-MM-DD,uM
2019-04-27,3243.9654120000005
2019-05-11,3034.9484580000003
2019-05-19,2528.817924
2019-05-24,1838.434704
2019-06-03,2327.34168
2019-06-18,2243.4813
2019-07-01,2322.769224
2019-07-09,2117.613882
2019-07-16,2129.26596
2019-08-13,2149.5922560000004
2019-09-05,2259.66741
2019-10-02,2420.971362
2020-05-13,2888.898834
2020-05-28,2364.574536
2020-06-10,2158.8236220000003
2020-06-24,2148.593232
2020-07-08,1860.0385979999999
2020-08-03,1935.4937280000001
2020-08-26,1912.8139620000002
