date,nitrate
YYYY-MM-DD,uM
2020-05-21,0.233
2020-05-27,0.5173
2020-06-03,10.9003
2020-06-09,0.6554
2020-06-17,0.5934
2020-06-25,0.5084
2020-06-30,0.3455
2020-07-07,0.3723
2020-07-14,0.289
2020-07-21,1.1873
2020-07-27,0.0781
2020-08-02,0.8886
2020-08-10,0.532
2020-08-18,0.1723
2020-08-24,0.3092
2020-08-31,0.18
