date,phosphate
YYYY-MM-DD,uM
2021-06-14,5.3241
2021-06-21,0.0
2021-06-29,5.13
2021-07-08,0.0
2021-07-21,5.23
2021-07-27,5.87
2021-08-05,5.17
2021-08-11,5.38
2021-08-18,6.28
2021-08-26,3.01
2021-08-30,5.21
2021-09-12,4.32
2021-10-13,4.59
2021-11-05,4.91
2021-12-16,0.5
2022-01-26,4.78
2022-02-15,0.39
