date,fluoride
YYYY-MM-DD,uM
2021-06-04,20.23
2021-06-11,18.77
2021-06-18,15.39
2021-06-24,24.94
2021-07-02,21.27
2021-07-09,22.73
2021-07-15,29.31
2021-07-23,31.59
2021-07-30,24.73
2021-08-06,28.43
2021-08-13,29.08
2021-08-19,16.52
2021-08-27,21.37
2021-09-03,21.611
2021-10-01,23.35
2021-10-15,21.75
2021-10-22,20.69
