date,fluoride
YYYY-MM-DD,uM
2018-03-03,1.8435
2018-03-17,2.701
2018-04-14,2.1391
2018-05-07,1.5648
2018-05-25,5.9691
2018-06-08,8.3132
2018-06-15,1.703
2018-06-25,1.5126
2018-07-09,1.6845
2018-07-15,1.1345
2018-08-17,1.1613
2018-08-24,8.546
2018-08-31,4.902
2018-09-07,3.0651
2018-09-14,15.5563
2018-09-21,3.4664
2018-09-28,2.3514
