date,sulfate
YYYY-MM-DD,uM
2021-03-10,10.08
2021-04-14,7.44
2021-05-19,35.44
2021-05-28,67.5
2021-06-04,76.03
2021-06-11,80.26
2021-06-24,82.8
2021-07-09,58.76
2021-07-15,67.69
2021-07-23,50.68
2021-07-30,47.22
2021-08-06,27.17
2021-08-13,48.76
2021-08-19,29.87
2021-08-27,36.31
2021-09-03,26.2236
2021-10-01,11.32
2021-10-22,14.45
2021-11-03,12.49
2021-11-11,6.78
