date,sulfate
YYYY-MM-DD,uM
2018-03-03,213.9678
2018-03-17,220.6243
2018-04-14,196.8084
2018-05-07,147.4697
2018-05-25,200.8791
2018-06-08,184.2784
2018-06-15,186.9806
2018-06-25,187.0933
2018-07-09,191.7605
2018-07-15,185.8412
2018-08-17,193.5322
2018-08-24,199.005
2018-08-31,244.2947
2018-09-07,231.5651
2018-09-14,217.9524
2018-09-21,219.5152
2018-09-28,214.7136
