date,sulfate
YYYY-MM-DD,uM
2019-04-27,10662.03561
2019-05-10,11242.276434000001
2019-05-19,10521.336528
2019-05-24,9968.511228
2019-06-03,11844.601451999999
2019-06-18,12178.083348
2019-07-01,12902.375748
2019-07-09,13457.631366000001
2019-07-16,13522.395018
2019-08-15,14257.090716
2019-09-05,14748.869885999999
2019-10-02,13580.713044
2020-04-21,13551.376320000001
2020-05-13,13470.34971
2020-05-28,12553.6011
2020-06-10,13994.116860000002
2020-06-24,14469.210408
2020-07-08,15123.551916
2020-08-03,15729.373517999999
2020-08-26,16142.412306
