date,nitrate
YYYY-MM-DD,uM
2021-03-03,7.22
2021-03-19,6.19
2021-03-25,5.93
2021-04-07,8.75
2021-05-17,9.13
2021-05-28,8.37
2021-06-04,14.28
2021-06-11,10.74
2021-06-18,8.62
2021-06-24,6.25
2021-07-02,5.57
2021-07-09,5.11
2021-07-15,4.22
2021-07-30,3.57
2021-08-06,4.31
2021-08-13,3.82
2021-08-19,3.26
2021-08-27,3.92
2021-09-03,3.6049
2021-10-01,3.78
2021-10-07,4.38
2021-10-15,5.36
2021-10-22,5.71
2021-10-27,5.3
2021-11-03,5.61
2021-11-11,5.8
