date,nitrate
YYYY-MM-DD,uM
2021-03-03,5.84
2021-03-19,5.64
2021-03-25,1.85
2021-04-07,8.81
2021-05-17,10.88
2021-05-28,7.56
2021-06-04,7.42
2021-06-11,6.02
2021-06-18,4.85
2021-06-24,3.81
2021-07-02,4.29
2021-07-09,4.45
2021-07-15,4.5
2021-07-23,9.14
2021-07-30,3.86
2021-07-31,3.32
2021-08-06,5.11
2021-08-13,4.17
2021-08-19,6.16
2021-08-27,4.77
2021-09-03,7.369
2021-10-01,5.2
2021-10-07,5.84
2021-10-15,6.69
2021-10-22,5.78
2021-10-27,5.18
2021-11-03,5.09
2021-11-11,5.38
