date,chloride
YYYY-MM-DD,uM
2019-04-27,237.433465
2019-05-10,257.31028000000003
2019-05-19,263.41122500000006
2019-05-24,298.981755
2019-06-03,241.55984500000002
2019-06-18,216.46833500000002
2019-07-01,199.28572000000003
2019-07-09,187.49150500000002
2019-07-16,153.459505
2019-08-15,147.95766500000002
2019-09-05,109.82055500000001
2019-10-02,120.90577000000002
2020-04-21,141.31788000000003
2020-05-13,122.56837500000002
2020-05-28,115.69816500000002
2020-06-10,102.53912500000001
2020-06-24,96.52326000000001
2020-07-08,82.77575
2020-08-03,82.268815
2020-08-26,76.426655
