date,chloride
YYYY-MM-DD,uM
2019-04-27,77.62486500000001
2019-05-10,83.96332500000001
2019-05-19,86.01233500000001
2019-05-24,147.489725
2019-06-03,87.17155000000001
2019-06-18,93.60927000000001
2019-07-01,93.69435
2019-07-09,88.29886
2019-07-16,78.291325
2019-08-15,73.25388
2019-09-05,78.943605
2019-10-02,29.905620000000003
2020-02-28,66.40139500000001
2020-04-21,64.25667
2020-05-13,50.14048000000001
2020-05-28,50.775035
2020-06-10,46.404050000000005
2020-06-24,46.737280000000005
2020-07-08,44.79462000000001
2020-08-03,44.904515
2020-08-26,48.336075
