date,nitrate
YYYY-MM-DD,uM
2021-06-04,0.15
2021-06-11,0.28
2021-06-24,0.13
2021-07-09,0.12
2021-07-15,0.14
2021-07-23,0.73
2021-07-30,0.34
2021-08-06,0.17
2021-08-13,0.3
2021-08-27,0.08
2021-09-03,0.0882
2021-10-01,0.22
2021-10-22,0.14
2021-11-03,0.88
2021-11-11,0.21
