date,phosphate
YYYY-MM-DD,uM
2021-06-04,40.03
2021-06-11,1.33
2021-06-24,11.68
2021-07-09,12.38
2021-07-15,34.21
2021-07-23,9.74
2021-07-30,1.03
2021-08-06,10.43
2021-08-13,0.0
2021-08-27,4.43
2021-09-03,6.5231
2021-10-01,7.58
2021-10-22,6.54
2021-11-03,5.33
2021-11-11,12.1
