date,nitrate
YYYY-MM-DD,uM
2018-01-23,1.0819
2018-01-30,0.482
2018-02-06,1.2732
2018-02-13,1.2569
2018-02-20,0.9506
2018-02-27,0.2846
2018-03-06,0.9298
2018-03-13,0.4246
2018-03-20,0.3272
2018-03-27,0.3342
2018-04-03,0.3341
2018-04-10,0.3815
2018-04-17,0.2668
2018-04-24,0.4772
2018-05-01,0.4395
2018-07-16,1.58
2018-07-23,0.5524
2018-07-30,0.3295
2018-08-06,0.3171
2018-08-13,0.4125
2018-08-20,0.8832
2018-08-27,0.5851
2018-09-04,0.7872
2018-09-10,0.3925
2018-09-17,0.7526
2018-09-24,0.8169
2018-10-01,0.2558
2018-10-16,0.5018
2018-10-29,1.6932
2018-11-29,1.2495
2018-12-04,0.8104
2018-12-25,1.1533
2019-01-01,1.0571
2019-01-15,0.8534
2019-02-05,1.3095
2019-02-14,0.765
2019-02-19,0.4341
2019-03-12,1.7537
2019-04-23,0.5814
2019-05-07,0.6885
