date,chloride
YYYY-MM-DD,uM
2018-03-03,4.3702
2018-03-17,4.5895
2018-04-14,5.5461
2018-05-07,5.3761
2018-05-25,24.0131
2018-06-08,5.8046
2018-06-15,3.8082
2018-06-25,3.7634
2018-07-09,3.7666
2018-07-15,3.3022
2018-08-17,3.5548
2018-08-24,6.2515
2018-08-31,12.9163
2018-09-07,6.1416
2018-09-14,11.3543
2018-09-21,6.5978
2018-09-28,5.7388
