date,fluoride
YYYY-MM-DD,uM
2021-03-03,11.23
2021-03-19,10.9
2021-03-25,3.3
2021-04-07,3.23
2021-05-17,66.46
2021-05-28,7.32
2021-06-04,6.47
2021-06-11,5.58
2021-06-18,19.59
2021-06-24,3.11
2021-07-02,4.32
2021-07-09,13.2
2021-07-15,7.51
2021-07-23,3.6
2021-07-30,7.02
2021-07-31,2.25
2021-08-06,4.78
2021-08-13,4.89
2021-08-19,4.64
2021-08-27,14.67
2021-09-03,2.377
2021-10-01,6.23
2021-10-07,2.1
2021-10-15,4.31
2021-10-22,6.4
2021-10-27,1.58
2021-11-03,5.37
2021-11-11,4.23
