date,sulfate
YYYY-MM-DD,uM
2019-04-27,43753.16865
2019-05-10,48348.035447999995
2019-05-19,50877.996486000004
2019-05-24,55824.35643
2019-06-03,46727.945124000005
2019-06-18,40789.4775
2019-07-01,40821.628782
2019-07-09,39136.505838000005
2019-07-16,35853.645732000005
2019-08-15,32725.682376
2019-09-05,28956.095856
2019-10-02,28847.874659999998
2020-04-21,27256.602336000004
2020-05-13,20030.037354
2020-05-28,18436.353924
2020-06-10,19283.747214000003
2020-06-24,19128.52386
2020-07-08,21733.33485
2020-08-03,18145.657152
2020-08-26,16828.780218
