date,sulfate
YYYY-MM-DD,uM
2021-06-04,101.41
2021-06-11,338.13
2021-06-24,101.76
2021-07-09,119.9
2021-07-15,107.16
2021-07-23,110.58
2021-07-30,317.75
2021-08-06,94.16
2021-08-13,356.68
2021-08-27,252.31
2021-09-03,170.4703
2021-10-01,201.1
2021-10-22,206.91
2021-11-03,222.04
2021-11-11,98.64
