date,chloride
YYYY-MM-DD,uM
2018-01-23,21.2936
2018-01-30,21.3637
2018-02-06,21.2423
2018-02-13,21.5943
2018-02-20,21.0933
2018-02-27,21.0526
2018-03-06,21.1542
2018-03-13,21.6772
2018-03-20,21.8597
2018-03-27,21.2346
2018-04-03,21.5506
2018-04-10,25.1854
2018-04-17,21.4297
2018-04-24,20.9001
2018-05-01,20.9385
2018-07-16,21.2588
2018-07-23,21.4374
2018-07-30,21.821
2018-08-06,22.039
2018-08-13,22.6397
2018-08-20,24.6942
2018-08-27,23.1821
2018-09-04,22.7806
2018-09-10,22.5359
2018-09-17,22.9154
2018-09-24,23.6128
2018-10-01,22.6147
2018-10-16,37.9444
2018-10-29,23.8183
2018-11-29,25.2725
2018-12-04,31.7701
2018-12-25,42.2431
2019-01-01,64.7696
2019-01-15,42.3321
2019-02-05,46.4089
2019-02-14,27.4957
2019-02-19,27.6455
2019-03-12,44.9292
2019-04-23,27.7391
2019-05-07,26.607
