date,phosphate
YYYY-MM-DD,uM
2021-03-10,0.75
2021-04-14,0.89
2021-05-19,1.06
2021-05-28,3.38
2021-06-04,0.0
2021-06-11,2.71
2021-06-18,1.62
2021-06-24,2.36
2021-07-02,1.55
2021-07-09,1.24
2021-07-15,1.22
2021-07-23,1.35
2021-07-30,0.7
2021-08-06,0.75
2021-08-13,0.2
2021-08-19,0.88
2021-08-27,0.21
2021-09-03,0.5258
2021-10-01,1.06
2021-10-22,1.8
2021-11-03,1.16
2021-11-11,0.58
