date,fluoride
YYYY-MM-DD,uM
2021-03-10,95.22
2021-04-14,104.85
2021-05-19,106.53
2021-05-28,90.75
2021-06-04,88.91
2021-06-11,92.62
2021-06-24,96.77
2021-07-09,94.64
2021-07-15,94.43
2021-07-23,90.57
2021-07-30,76.23
2021-08-06,87.96
2021-08-13,81.36
2021-08-19,76.85
2021-08-27,83.14
2021-09-03,83.6847
2021-10-01,86.54
2021-10-22,84.97
2021-11-03,83.83
2021-11-11,73.82
