Location ID,Depth name,Well,Date,Time,pH,EC_uS/cm,DO_uM,ORP_mV,DOC_mM,DIC_mM,NH4_mM,Cl_mM,SO4_mM,NO3_mM,Mn_M,sd_M,Ca_M,sd_M,Fe_M,sd_M,Sr_M,sd_M,P_M,sd_M
ER-MZA5,Deep,MZT1-5-D,9/17/19,18:00,7.56,392,0.189,,0.083,3.399,0.0036,0.0066,0.3247,0,1.62E-07,4.03E-09,1.66E-03,1.85E-05,8.86E-07,8.97E-09,2.11E-06,2.90E-08,1.40E-05,1.69E-06
ER-MZA5,Deep,MZT1-5-D,10/1/19,11:25,7.52,400,0.141,,0.038,3.385,0,0.0062,0.3485,0,1.24E-07,2.99E-09,1.46E-03,1.10E-05,7.47E-07,1.09E-08,2.12E-06,2.23E-08,1.36E-05,2.14E-06
ER-MZA5,Mid,MZT1-5-M,5/15/19,,,,,,0.466,3.797,0.0029,0.0126,0.076,0,9.53E-08,1.44E-09,1.69E-03,1.33E-05,2.00E-07,9.12E-09,4.49E-06,4.30E-08,6.34E-06,2.93E-07
ER-MZA5,Mid,MZT1-5-M,6/4/19,14:00,7.56,867,0.198,,0.372,5.958,0.0013,0.0169,0.172,0,2.74E-06,4.45E-08,2.35E-03,3.56E-05,8.65E-07,2.33E-08,6.28E-06,4.72E-08,8.02E-06,1.25E-06
ER-MZA5,Mid,MZT1-5-M,6/10/19,13:15,7.37,531,0.201,,0.315,5.687,0.0011,0.0169,0.229,0,3.62E-06,6.92E-08,2.54E-03,2.77E-05,1.17E-06,3.84E-08,5.30E-06,8.29E-08,1.03E-05,1.11E-06
ER-MZA5,Mid,MZT1-5-M,6/19/19,14:00,7.28,543,0.177,,0.446,6.244,0.0032,0.0173,0.138,0,5.46E-06,8.74E-08,2.49E-03,1.93E-05,1.70E-06,2.34E-08,4.96E-06,8.13E-08,5.80E-06,2.91E-07
ER-MZA5,Mid,MZT1-5-M,6/24/19,12:10,7.23,633,0.281,,0.541,7.511,0.0021,0.0216,0.104,0,1.04E-05,2.27E-07,3.22E-03,3.87E-05,3.78E-06,5.20E-07,6.18E-06,8.58E-08,6.82E-06,2.43E-07
ER-MZA5,Mid,MZT1-5-M,7/2/19,12:50,7.12,665,0.157,,0.495,7.448,0.002,0.0242,0.116,0,9.82E-06,1.23E-07,3.16E-03,5.82E-05,4.92E-06,6.67E-08,6.26E-06,4.59E-08,6.40E-06,2.44E-07
ER-MZA5,Mid,MZT1-5-M,7/9/19,12:00,7.05,772,0.242,,0.561,9.04,0.0023,0.0359,0.077,0,1.52E-05,2.99E-07,3.57E-03,3.57E-05,8.28E-06,1.48E-07,7.27E-06,7.68E-08,5.91E-06,2.03E-07
ER-MZA5,Mid,MZT1-5-M,7/16/19,13:30,7.01,621,0.11,,0.406,7.595,0.0021,0.0298,0.118,0,1.20E-05,2.02E-07,2.91E-03,3.37E-05,9.25E-06,8.87E-08,5.75E-06,5.82E-08,6.06E-06,2.95E-07
ER-MZA5,Mid,MZT1-5-M,7/25/19,11:55,7.1,593,0.438,,0.29,6.307,0.0022,0.0282,0.1104,0,1.12E-05,1.68E-07,2.45E-03,3.89E-05,8.81E-06,1.20E-07,5.15E-06,7.98E-08,1.08E-05,4.71E-07
ER-MZA5,Shallow,MZT1-5-S,6/10/19,13:15,7.56,542,0.481,,0.45,5.656,0.0009,0.0185,0.106,0,2.83E-06,4.60E-08,2.63E-03,4.42E-05,4.95E-07,1.78E-08,7.59E-06,4.60E-08,7.57E-06,5.67E-07
ER-MZA5,Shallow,MZT1-5-S,6/19/19,14:00,7.35,626,0.701,,0.606,7.341,0.0033,0.0205,0.102,0,1.10E-05,2.41E-07,3.23E-03,3.27E-05,1.93E-06,1.24E-08,7.42E-06,1.27E-07,6.36E-06,2.64E-07
ER-MZA5,Xdeep,MZT1-5-XD,5/15/19,,,,,,0.113,2.145,0.0023,0.0063,0.325,0,1.03E-06,1.69E-08,5.12E-04,3.46E-06,1.33E-07,8.30E-09,1.55E-06,1.53E-08,9.49E-06,1.21E-06
ER-MZA5,Xdeep,MZT1-5-XD,6/4/19,14:20,8.05,625,0.35,,0.042,3.09,0.001,0.0083,0.39,0,5.01E-06,8.81E-08,1.47E-03,8.00E-06,8.08E-06,6.05E-08,2.28E-06,2.08E-08,1.61E-05,2.61E-06
ER-MZA5,Xdeep,MZT1-5-XD,6/10/19,13:15,7.86,381,0.375,,0.039,3.096,0.0018,0.0084,0.38,0,5.04E-06,6.18E-08,1.62E-03,1.48E-05,6.30E-06,8.13E-08,2.15E-06,3.75E-08,1.58E-05,2.36E-06
ER-MZA5,Xdeep,MZT1-5-XD,6/19/19,14:00,7.58,377,0.356,,0.051,3.346,0.0033,0.0108,0.338,0,5.58E-06,1.17E-07,1.57E-03,1.72E-05,9.00E-06,1.15E-07,1.91E-06,2.62E-08,7.26E-06,5.58E-07
ER-MZA5,Xdeep,MZT1-5-XD,6/24/19,12:10,7.94,398,0.351,,0.055,3.377,0.002,0.0122,0.285,0,5.38E-06,8.86E-08,1.56E-03,1.53E-05,9.21E-06,1.35E-07,1.92E-06,1.67E-08,6.75E-06,3.06E-07
ER-MZA5,Xdeep,MZT1-5-XD,7/2/19,12:50,7.71,396,0.287,,0.038,3.336,0.0013,0.0094,0.368,0,5.69E-06,1.51E-07,1.56E-03,1.85E-05,8.60E-06,1.51E-07,1.96E-06,3.25E-08,7.53E-06,5.00E-07
ER-MZA5,Xdeep,MZT1-5-XD,7/9/19,12:00,7.91,395,0.306,,0.14,3.241,0.0048,0.0099,0.372,0,5.52E-06,1.45E-07,1.59E-03,1.71E-05,8.84E-06,1.30E-07,1.98E-06,2.63E-08,7.78E-06,3.60E-07
ER-MZA5,Xdeep,MZT1-5-XD,7/16/19,13:30,7.77,380,0.166,,0.031,3.286,0.0018,0.0072,0.381,0,5.38E-06,6.37E-08,1.55E-03,1.91E-05,7.95E-06,7.12E-08,1.90E-06,1.23E-08,7.61E-06,5.65E-07
ER-MZA5,Xdeep,MZT1-5-XD,7/25/19,11:55,7.84,384,0.357,,0.022,3.195,0.0016,0.0091,0.3684,0,4.83E-06,9.58E-08,1.43E-03,6.20E-06,4.00E-06,5.36E-08,1.96E-06,3.03E-08,1.82E-05,1.78E-06
ER-MZA5,Xdeep,MZT1-5-XD,8/5/19,11:35,8,381,0.368,,0.08,2.805,0.0021,0.0063,0.3318,0,5.11E-06,5.62E-08,1.47E-03,2.03E-05,6.57E-06,6.02E-08,1.81E-06,2.17E-08,1.75E-05,1.69E-06
ER-MZA5,Xdeep,MZT1-5-XD,8/12/19,16:15,7.18,370,0.195,,0.05,2.941,0.0017,0.0062,0.352,0,5.22E-06,8.71E-08,1.46E-03,1.26E-05,6.37E-06,2.39E-08,1.77E-06,2.45E-08,1.73E-05,2.14E-06
ER-MZA5,Xdeep,MZT1-5-XD,8/28/19,11:40,7.96,358,0.19,,0.05,3.092,0,0.0075,0.387,0,5.24E-06,7.31E-08,1.51E-03,7.64E-06,6.24E-06,6.63E-08,1.80E-06,1.87E-08,1.84E-05,2.50E-06
ER-MZA5,Xdeep,MZT1-5-XD,9/17/19,18:10,7.6,375,0.359,,0.066,2.858,0.0013,0.006,0.3646,0,4.45E-06,9.44E-08,1.44E-03,7.37E-06,4.95E-06,3.00E-08,1.79E-06,1.51E-08,1.77E-05,2.71E-06
ER-MZA5,Xdeep,MZT1-5-XD,10/1/19,11:35,7.75,374,0.163,,0.039,3.061,0,0.0063,0.3844,0,5.02E-06,1.37E-07,1.31E-03,1.38E-05,5.30E-06,4.68E-08,1.75E-06,1.56E-08,1.58E-05,2.40E-06
ER-MZA5,XXDeep,MZT1-5-XXD,5/15/19,,,,,,0.367,2.259,0.0045,0.015,0.37,0,1.35E-06,1.79E-08,6.51E-04,6.92E-06,1.49E-06,2.18E-08,1.55E-06,1.47E-08,1.30E-05,1.88E-06
ER-MZA5,XXDeep,MZT1-5-XXD,6/4/19,14:30,8.2,548,0.162,,0.08,2.489,0.0013,0.0255,0.333,0.0005,3.89E-06,6.17E-08,1.25E-03,6.46E-06,3.25E-07,2.46E-08,2.12E-06,3.43E-08,1.34E-05,2.45E-06
ER-MZA5,XXDeep,MZT1-5-XXD,6/10/19,13:15,8.07,356,0.28,,0.023,2.758,0.0009,0.0051,0.373,0,4.41E-06,8.88E-08,1.47E-03,1.73E-05,4.73E-07,1.58E-08,1.94E-06,1.79E-08,1.52E-05,2.55E-06
ER-MZA5,XXDeep,MZT1-5-XXD,6/19/19,14:00,7.98,342,0.261,,0.012,2.833,0.0032,0.0065,0.374,0,3.89E-06,8.18E-08,1.30E-03,1.18E-05,5.97E-07,7.44E-09,1.88E-06,1.58E-08,1.24E-05,1.38E-06
ER-MZA5,XXDeep,MZT1-5-XXD,6/24/19,12:10,8.32,384,0.334,,0.036,2.944,0.002,0.0076,0.387,0,4.46E-06,9.75E-08,1.43E-03,1.31E-05,1.04E-06,1.06E-08,1.90E-06,1.32E-08,1.16E-05,1.49E-06
ER-MZA5,XXDeep,MZT1-5-XXD,7/2/19,12:50,8.01,362,0.391,,0.032,2.84,0.0026,0.0067,0.371,0,4.42E-06,1.05E-07,1.39E-03,1.34E-05,1.14E-06,1.37E-08,1.86E-06,3.75E-08,1.17E-05,1.42E-06
ER-MZA5,XXDeep,MZT1-5-XXD,7/9/19,12:00,8.3,369,0.228,,0.018,3.008,0.0022,0.0066,0.387,0,4.25E-06,8.26E-08,1.44E-03,8.34E-06,9.24E-07,2.60E-08,1.89E-06,3.37E-08,1.12E-05,1.14E-06
ER-MZA5,XXDeep,MZT1-5-XXD,7/16/19,13:30,8.12,376,0.368,,0.011,3.079,0.0025,0.0069,0.391,0,4.76E-06,1.15E-07,1.48E-03,9.53E-06,3.48E-07,1.18E-08,1.85E-06,2.37E-08,1.15E-05,1.30E-06
ER-MZA5,XXDeep,MZT1-5-XXD,7/25/19,11:55,7.99,374,0.256,,0.016,3.168,0.0027,0.0075,0.3884,0,4.27E-06,9.85E-08,1.46E-03,3.24E-06,4.51E-07,3.69E-09,1.82E-06,1.70E-08,1.70E-05,2.02E-06
ER-MZA5,XXDeep,MZT1-5-XXD,8/5/19,11:35,8.33,363,0.211,,0.067,2.537,0.0023,0.0062,0.3458,0,4.07E-06,7.45E-08,1.32E-03,7.80E-06,5.45E-07,1.00E-08,1.80E-06,9.44E-09,1.63E-05,1.92E-06
ER-MZA5,XXDeep,MZT1-5-XXD,8/12/19,16:15,7.53,356,0.334,,0.047,2.794,0.0034,0.0071,0.3539,0,3.69E-06,7.61E-08,1.37E-03,9.72E-06,6.53E-07,4.70E-09,1.78E-06,7.46E-09,1.59E-05,1.80E-06
ER-MZA5,XXDeep,MZT1-5-XXD,8/28/19,11:40,7.09,360,0.152,,0,3.024,0.0009,0.007,0.3826,0,3.93E-06,8.86E-08,1.46E-03,1.47E-05,8.18E-07,1.07E-08,1.90E-06,1.92E-08,1.86E-05,2.84E-06
ER-MZA5,XXDeep,MZT1-5-XXD,9/17/19,18:20,7.93,364,0.175,,0.016,,0.0022,,,,3.51E-06,5.28E-08,1.37E-03,6.54E-06,8.51E-07,7.93E-09,1.85E-06,1.69E-08,1.68E-05,2.30E-06
ER-MZA5,XXDeep,MZT1-5-XXD,10/1/19,11:40,7.59,371,0.268,,0.022,2.903,0,0.0076,0.3819,,3.61E-06,7.35E-08,1.32E-03,1.71E-05,1.12E-06,1.41E-08,1.87E-06,2.58E-08,1.54E-05,2.40E-06
ER-MZB1,Deep,MZT2-1-D,5/15/19,,,,,,0.122,3.469,0.0032,0.0279,0.4,0,3.52E-07,7.16E-09,1.42E-03,1.30E-05,1.08E-07,7.62E-09,2.54E-06,2.39E-08,1.60E-05,2.76E-06
ER-MZB1,Deep,MZT2-1-D,6/5/19,11:05,7.82,571,1.5,,0.103,2.882,0.001,0.0261,0.276,0,4.60E-06,9.60E-08,1.38E-03,1.22E-05,1.18E-05,8.58E-08,3.09E-06,5.24E-08,9.28E-06,1.62E-06
ER-MZB1,Deep,MZT2-1-D,6/11/19,9:35,7.7,269,4.2,,0.109,2.303,0.0011,0.0139,0.171,0.0005,5.29E-08,1.39E-09,1.17E-03,8.44E-06,5.00E-07,2.75E-07,1.85E-06,1.68E-08,9.31E-06,6.52E-07
ER-MZB1,Deep,MZT2-1-D,6/18/19,8:50,7.84,245,4.3,,0.105,1.855,0.0011,0.0076,0.161,0.0009,7.70E-08,1.09E-09,9.75E-04,8.44E-06,1.06E-07,6.91E-09,1.67E-06,2.45E-08,9.07E-06,8.70E-07
ER-MZB1,Deep,MZT2-1-D,6/25/19,10:00,7.53,390,1.6,,0.128,3.457,0.0008,0.0138,0.182,0,1.02E-07,3.40E-09,1.63E-03,1.11E-05,2.59E-07,6.24E-09,2.69E-06,3.69E-08,6.95E-06,6.68E-07
ER-MZB1,Deep,MZT2-1-D,7/2/19,11:25,8.28,237,3.4,,0.079,1.803,0.002,0.0073,0.161,0.0008,7.12E-08,1.55E-09,9.08E-04,1.09E-05,1.70E-07,5.61E-09,1.49E-06,1.84E-08,5.23E-06,6.51E-07
ER-MZB1,Deep,MZT2-1-D,7/10/19,9:10,7.36,311,0.809,,0.093,2.641,0.002,0.0077,0.154,0,4.62E-07,1.08E-08,1.25E-03,6.85E-06,5.40E-07,1.37E-08,2.08E-06,1.89E-08,6.01E-06,4.70E-07
ER-MZB1,Deep,MZT2-1-D,7/17/19,9:45,7.3,505,0.452,,0.171,4.764,0.0029,0.0083,0.1114,0,1.35E-05,2.42E-07,2.28E-03,3.53E-05,2.19E-06,1.93E-08,4.17E-06,1.22E-08,8.95E-06,5.41E-07
ER-MZB1,Deep,MZT2-1-D,7/25/19,14:10,6.84,705,0.218,,0.227,5.304,0.0032,0.005,0.0645,0,4.37E-05,5.73E-07,3.32E-03,5.97E-05,7.27E-06,6.49E-08,6.00E-06,5.38E-08,8.89E-06,3.45E-07
ER-MZB1,Deep,MZT2-1-D,8/5/19,13:15,6.95,689,0.261,,0.293,5.489,0.0032,0.0057,0.1082,0,5.00E-05,6.66E-07,3.24E-03,3.79E-05,3.30E-05,1.67E-07,5.89E-06,7.11E-08,9.49E-06,5.18E-07
ER-MZB1,Deep,MZT2-1-D,8/28/19,13:25,7.28,406,0.222,,0.076,2.868,0.0016,0.0075,0.1751,0,5.40E-06,1.14E-07,1.39E-03,5.82E-06,7.76E-06,5.42E-08,2.31E-06,7.39E-09,1.10E-05,1.14E-06
ER-MZB1,Deep,MZT2-1-D,9/18/19,11:00,7.42,388,0.16,,0.13,3.382,0.0026,0.009,0.2078,0,1.34E-05,2.09E-07,1.73E-03,1.42E-05,4.10E-05,1.74E-07,3.02E-06,2.13E-08,1.25E-05,1.01E-06
ER-MZB1,Mid,MZT2-1-M,6/5/19,11:05,7.47,1081,1.3,,0.404,6.419,0.0016,0.0258,0.825,0,3.92E-06,5.70E-08,3.19E-03,3.63E-05,1.26E-06,2.39E-08,7.42E-06,5.64E-08,2.76E-05,5.35E-06
ER-MZB1,Mid,MZT2-1-M,6/11/19,9:35,7.21,635,2.3,,0.251,8.849,0.0026,0.0141,0.508,0,1.97E-05,2.37E-07,3.61E-03,5.06E-05,8.30E-06,8.93E-08,6.42E-06,6.38E-08,1.87E-05,2.18E-06
ER-MZB1,Mid,MZT2-1-M,6/18/19,8:50,7.11,682,0.815,,0.276,8.8,0.0031,0.0111,0.392,0,3.28E-05,5.95E-07,3.87E-03,5.79E-05,1.44E-05,2.03E-07,7.08E-06,9.58E-08,1.72E-05,2.02E-06
ER-MZB1,Mid,MZT2-1-M,6/25/19,10:00,7.1,697,0.534,,0.323,7.295,0.0027,0.0157,0.265,0,2.18E-05,4.02E-07,2.90E-03,1.27E-04,9.01E-06,2.04E-07,5.84E-06,5.48E-08,1.02E-05,7.12E-07
ER-MZB1,Mid,MZT2-1-M,7/3/19,11:25,7.24,784,0.198,,0.37,8.656,0.0026,0.013,0.207,0,3.82E-05,1.37E-06,3.75E-03,2.63E-05,2.37E-05,2.01E-07,6.70E-06,7.60E-08,1.04E-05,8.02E-07
ER-MZB1,Mid,MZT2-1-M,7/10/19,9:10,7.05,679,0.273,,0.427,7.866,0.0019,0.0127,0.142,0,3.98E-05,1.65E-06,3.39E-03,3.87E-05,2.99E-05,2.09E-07,6.40E-06,5.82E-08,1.04E-05,4.53E-07
ER-MZB1,Mid,MZT2-1-M,7/17/19,9:45,7.01,811,0.33,,0.437,5.931,0.0047,0.0117,0.092,0,4.09E-05,8.57E-07,3.78E-03,4.06E-05,4.02E-05,2.28E-07,7.26E-06,4.56E-08,1.21E-05,4.25E-07
ER-MZB1,Mid,MZT2-1-M,7/25/19,14:10,6.81,948,1.019,,0.378,8.282,0.0035,0.0068,0.0461,0,6.42E-05,1.04E-06,4.76E-03,2.81E-05,4.58E-05,6.59E-07,9.15E-06,1.24E-07,1.04E-05,4.63E-07
ER-MZB1,Shallow,MZT2-1-S,6/11/19,9:35,7.38,604,1.5,,0.311,6.513,0,0.0143,0.429,0,7.69E-06,5.46E-08,2.96E-03,4.97E-05,7.41E-07,1.75E-08,7.06E-06,3.01E-08,1.80E-05,1.98E-06
ER-MZB1,Shallow,MZT2-1-S,6/18/19,8:50,7.21,598,1.3,,0.291,6.4,0.0018,0.0111,0.31,0,1.58E-05,2.74E-07,2.91E-03,3.83E-05,3.77E-06,3.01E-08,6.78E-06,6.37E-08,1.32E-05,1.54E-06
ER-MZB1,Shallow,MZT2-1-S,7/3/19,11:25,7.31,641,0.495,,0.296,7.242,0.0025,0.0139,0.179,0,2.00E-05,4.13E-07,3.06E-03,1.52E-05,9.17E-06,2.26E-08,7.18E-06,6.12E-08,7.96E-06,3.91E-07
ER-MZB1,Xdeep,MZT2-1-XD,5/15/19,,,,,,0.099,2.51,0.0018,0.0223,0.403,0.0008,7.75E-08,2.63E-09,1.40E-03,1.10E-05,0,0,2.22E-06,2.08E-08,1.49E-05,2.26E-06
ER-MZB1,Xdeep,MZT2-1-XD,6/5/19,11:10,8.26,444,4.7,,0.107,2.166,0.0008,0.0199,0.274,0.0025,2.97E-08,7.28E-10,9.89E-04,7.36E-06,0,0,2.00E-06,3.62E-08,7.86E-06,1.43E-06
ER-MZB1,Xdeep,MZT2-1-XD,6/11/19,9:35,8.11,230,6.4,,0.11,1.974,0.0009,0.0122,0.162,0.0029,1.14E-08,5.41E-10,9.83E-04,6.84E-06,0,0,1.32E-06,1.82E-08,8.88E-06,9.22E-07
ER-MZB1,Xdeep,MZT2-1-XD,6/18/19,8:50,7.9,211,6.9,,0.102,1.646,0.0011,0.0071,0.16,0.0032,1.67E-08,8.20E-10,8.24E-04,8.73E-06,0,0,1.23E-06,1.45E-08,8.79E-06,8.54E-07
ER-MZB1,Xdeep,MZT2-1-XD,6/25/19,10:00,7.94,222,6.7,,0.108,1.701,0.0022,0.0128,0.176,0.0028,1.88E-08,6.50E-10,8.76E-04,1.05E-05,1.02E-06,6.11E-09,1.26E-06,6.64E-09,5.46E-06,7.45E-07
ER-MZB1,Xdeep,MZT2-1-XD,7/3/19,11:25,8.24,202,6.2,,0.077,1.573,0.0022,0.0072,0.16,0.0025,2.28E-08,1.20E-09,7.74E-04,2.44E-06,3.17E-07,6.53E-09,1.12E-06,1.53E-08,4.62E-06,5.24E-07
ER-MZB1,Xdeep,MZT2-1-XD,7/10/19,9:10,8.23,216,5.9,,0.07,1.622,0.002,0.0056,0.185,0.0018,2.39E-08,7.78E-10,8.30E-04,1.05E-05,1.71E-07,9.74E-09,1.20E-06,1.54E-08,5.07E-06,6.66E-07
ER-MZB1,Xdeep,MZT2-1-XD,7/17/19,9:45,8.14,214,4.6,,0.072,1.685,0.0018,0.0048,0.1986,0.0014,7.36E-08,1.94E-09,8.08E-04,5.44E-06,8.26E-07,7.19E-09,1.24E-06,4.66E-09,8.54E-06,1.28E-06
ER-MZB1,Xdeep,MZT2-1-XD,7/25/19,14:10,7.88,240,2.6,,0.08,1.853,0.0019,0.0061,0.2318,0.0011,2.02E-07,3.28E-09,8.94E-04,7.85E-06,9.73E-08,4.22E-09,1.41E-06,3.55E-09,9.47E-06,1.34E-06
ER-MZB1,Xdeep,MZT2-1-XD,8/5/19,13:15,8.15,290,1.8,,0.063,2.131,0.0016,0.0075,0.2765,0.0007,1.67E-07,4.16E-09,1.09E-03,1.58E-05,2.73E-07,2.50E-09,1.69E-06,1.36E-08,1.11E-05,1.68E-06
ER-MZB1,Xdeep,MZT2-1-XD,8/12/19,17:35,7.76,344,0.178,,0.079,2.744,0.0018,0.0084,0.3336,0,6.99E-08,1.34E-09,1.41E-03,1.36E-05,1.42E-07,2.89E-09,2.13E-06,1.91E-08,1.30E-05,2.00E-06
ER-MZB1,Xdeep,MZT2-1-XD,8/28/19,13:25,7.76,360,0.092,,0.049,3.091,0.0008,0.0063,0.3557,0,1.57E-07,3.80E-09,1.56E-03,1.53E-05,3.04E-07,3.13E-09,2.33E-06,2.03E-08,1.70E-05,2.28E-06
ER-MZB1,Xdeep,MZT2-1-XD,9/18/19,11:10,7.61,383,0.14,,0.09,3.053,0.0019,0.0055,0.3805,0,3.41E-07,7.81E-09,1.62E-03,1.65E-05,5.24E-06,2.08E-08,2.41E-06,2.34E-08,1.73E-05,2.51E-06
ER-MZB1,Xdeep,MZT2-1-XD,10/1/19,12:00,7.74,368,,,0.012,3.153,0,0.0066,0.3931,0,,,,,,,,,,
ER-MZB2,Deep,MZT2-2-D,5/15/19,,,,,,0.112,3.079,0.0017,0.0105,0.058,0,1.77E-08,9.41E-10,1.37E-03,9.64E-06,0,0,2.26E-06,4.62E-08,5.85E-06,2.96E-07
ER-MZB2,Deep,MZT2-2-D,6/5/19,11:55,7.68,916,0.116,,0.137,5.43,0,0.0908,0.534,0,6.35E-08,1.89E-09,2.51E-03,4.39E-05,0,0,4.73E-06,7.83E-08,1.90E-05,3.48E-06
ER-MZB2,Deep,MZT2-2-D,6/11/19,10:40,7.87,316,3.8,,0.093,2.853,0.001,0.0162,0.193,0,7.38E-09,7.43E-10,1.44E-03,1.02E-05,0,0,1.84E-06,2.30E-08,9.34E-06,7.84E-07
ER-MZB2,Deep,MZT2-2-D,6/18/19,9:30,7.84,258,3.1,,0.089,2.151,0.001,0.0103,0.162,0,1.12E-08,6.81E-10,1.10E-03,8.77E-06,6.14E-08,7.21E-09,1.58E-06,2.71E-08,9.10E-06,6.89E-07
ER-MZB2,Deep,MZT2-2-D,6/25/19,10:30,7.89,291,0.949,,0.087,2.531,0.0017,0.0127,0.167,0,1.00E-08,4.97E-10,1.25E-03,3.75E-06,1.10E-07,7.49E-09,1.69E-06,3.44E-08,4.91E-06,4.84E-07
ER-MZB2,Deep,MZT2-2-D,7/3/19,12:00,8.1,274,2.2,,0.072,2.235,0.0018,0.0082,0.174,0,2.15E-08,8.78E-10,1.13E-03,1.51E-05,1.79E-07,2.23E-08,1.53E-06,6.80E-09,5.05E-06,7.23E-07
ER-MZB2,Deep,MZT2-2-D,7/10/19,9:40,7.85,311,0.181,,0.076,2.717,0.002,0.0115,0.175,0,7.24E-08,1.68E-09,1.33E-03,1.25E-05,1.73E-07,9.37E-09,1.82E-06,2.44E-08,5.23E-06,7.23E-07
ER-MZB2,Deep,MZT2-2-D,7/17/19,10:10,7.8,325,0.156,,0.079,3.081,0.0016,0.0132,0.159,0,1.43E-07,1.64E-09,1.36E-03,1.16E-05,2.77E-07,3.31E-09,2.02E-06,1.75E-08,7.99E-06,8.28E-07
ER-MZB2,Deep,MZT2-2-D,7/25/19,13:55,7.65,348,0.128,,0.059,3.159,0.0018,0.0109,0.1484,0,1.34E-07,2.17E-09,1.43E-03,1.78E-05,3.99E-07,3.26E-09,2.17E-06,1.99E-08,7.99E-06,1.00E-06
ER-MZB2,Deep,MZT2-2-D,8/5/19,12:55,7.93,389,0.258,,0.092,3.311,0.0016,0.0107,0.1551,0,2.14E-07,5.20E-09,1.60E-03,1.84E-05,8.60E-07,7.34E-09,2.40E-06,2.68E-08,8.18E-06,6.59E-07
ER-MZB2,Deep,MZT2-2-D,8/12/19,17:25,7.58,314,0.126,,0.075,2.713,0.0019,0.0116,0.1893,0,2.00E-07,4.96E-09,1.33E-03,1.15E-05,6.10E-07,4.62E-09,1.95E-06,2.36E-08,9.05E-06,1.18E-06
ER-MZB2,Deep,MZT2-2-D,8/28/19,13:15,7.21,347,0.125,,0.053,2.531,0.0007,0.0089,0.2561,0,1.94E-07,4.34E-09,1.31E-03,1.10E-05,5.83E-07,6.72E-09,1.85E-06,1.87E-08,1.32E-05,1.67E-06
ER-MZB2,Deep,MZT2-2-D,9/18/19,10:55,7.88,377,0.175,,0.045,2.999,0.001,0.0102,0.3206,0,2.71E-07,6.40E-09,1.61E-03,7.25E-06,7.74E-07,5.68E-09,2.19E-06,3.88E-08,1.55E-05,2.51E-06
ER-MZB2,Deep,MZT2-2-D,10/1/19,12:10,7.62,364,,,0.044,3.133,0,0.007,0.3522,,,,,,,,,,,
ER-MZB2,Shallow,MZT2-2-S,5/15/19,,,,,,0.156,2.803,0.0016,0.0064,0.036,0,3.28E-08,7.35E-10,1.44E-03,9.30E-06,0,0,9.29E-06,1.61E-07,5.00E-06,1.11E-07
ER-MZB2,Shallow,MZT2-2-S,6/5/19,11:55,7.77,740,2.8,,0.147,4.655,0.001,0.0533,0.158,0,8.26E-09,8.16E-10,2.00E-03,1.64E-05,0,0,6.91E-06,1.60E-07,6.10E-06,7.93E-07
ER-MZB2,Shallow,MZT2-2-S,6/11/19,10:40,7.58,500,2.7,,0.129,5.094,0.0011,0.0388,0.381,0,1.54E-08,7.16E-10,2.71E-03,2.02E-05,1.94E-07,9.17E-09,4.19E-06,2.11E-08,1.52E-05,2.26E-06
ER-MZB2,Shallow,MZT2-2-S,6/18/19,9:30,7.63,346,2,,0.106,2.987,0.001,0.0141,0.185,0,1.27E-08,6.94E-10,1.69E-03,1.89E-05,0,0,2.71E-06,2.69E-08,9.73E-06,1.09E-06
ER-MZB2,Shallow,MZT2-2-S,6/25/19,10:30,7.44,386,0.313,,0.124,3.786,0.002,0.0194,0.199,0,1.60E-08,1.33E-09,1.92E-03,1.70E-05,2.28E-07,1.26E-08,2.89E-06,2.96E-08,5.81E-06,6.64E-07
ER-MZB2,Shallow,MZT2-2-S,7/3/19,12:00,7.58,381,0.208,,0.099,3.513,0.0019,0.0158,0.184,0,9.44E-08,2.27E-09,1.79E-03,7.36E-06,2.20E-07,9.74E-09,2.68E-06,4.01E-08,5.30E-06,6.81E-07
ER-MZB2,Shallow,MZT2-2-S,7/10/19,9:40,7.35,448,0.244,,0.134,4.717,0.0022,0.0214,0.17,0,2.29E-07,7.34E-09,2.27E-03,8.65E-06,3.05E-07,1.54E-08,3.41E-06,2.50E-08,5.88E-06,6.64E-07
ER-MZB2,Shallow,MZT2-2-S,7/17/19,10:10,7.47,479,0.107,,0.119,3.837,0.0018,0.0202,0.1511,0,3.57E-07,7.05E-09,2.21E-03,1.51E-05,2.61E-07,6.00E-09,3.76E-06,2.91E-08,7.88E-06,6.51E-07
ER-MZB2,Shallow,MZT2-2-S,7/25/19,13:55,7.2,506,0.205,,0.141,4.524,0.0023,0.0239,0.1319,0,4.95E-07,1.02E-08,2.41E-03,1.24E-05,5.39E-07,3.21E-09,4.37E-06,3.95E-08,7.83E-06,3.77E-07
ER-MZB2,Shallow,MZT2-2-S,8/5/19,12:55,7.25,560,0.58,,0.173,4.921,0.0021,0.0287,0.0989,0,8.65E-07,1.40E-08,2.72E-03,1.99E-05,1.00E-06,1.54E-08,6.43E-06,1.14E-07,8.43E-06,3.55E-07
