date,thorium
YYYY-MM-DD,ppb
2014-12-12,0.007039999999999999
2015-05-11,0.02765
2015-05-24,0.025079999999999998
2015-06-02,0.062490000000000004
2015-06-18,0.05481
2015-07-02,0.0221
2015-07-15,0.01533
2015-08-02,0.00793
2015-08-09,0.00634
2015-10-04,0.008409999999999999
2015-10-13,0.0132
2015-10-26,0.00801
2015-11-09,0.04553
2016-05-12,0.0
2016-05-20,0.021867397400000002
2016-05-27,0.014414144500000002
2016-06-04,0.0396366624
2016-06-11,0.031090870299999997
2016-06-17,0.01701
2016-06-27,0.02361
2016-07-08,0.00727
2016-07-15,0.01086
2016-07-22,0.00548
2016-07-29,0.00374
2016-08-05,0.0029300000000000003
2016-08-12,0.00375
2016-08-19,0.00397
2016-08-26,0.008450000000000001
2016-09-02,0.00215
2016-09-09,0.00692
2016-09-16,0.0029
2016-09-23,0.0029500000000000004
2016-09-30,0.00217
2016-10-12,0.0
2016-10-19,0.0664
2016-10-27,0.0
2016-11-03,0.0157
2016-11-12,0.0
2017-05-30,0.013519999999999999
2017-06-15,0.007730000000000001
2017-06-30,0.01793
2017-07-13,0.009770000000000001
2017-07-30,0.00221
2017-08-25,0.0
2017-09-14,0.00187
2017-09-27,0.0016799999999999999
2017-10-14,0.00335
2017-10-23,0.00302
2017-11-03,0.00381
2018-05-25,0.00108
2018-06-08,0.01549
2018-06-15,0.00278
2018-06-25,0.0033
2018-07-09,0.0
2018-07-15,0.0
