date,barium
YYYY-MM-DD,ppb
2015-06-29,74.193097078
2015-07-08,96.686562883
2015-07-13,122.7212447846
2015-07-22,129.126592761
2015-08-03,108.9450585944
2015-08-17,94.2699029748
2015-08-24,88.0686795604
2015-10-21,95.99028000000001
2015-11-01,36.66993
2015-11-09,29.84388
2015-11-17,58.83113
2015-11-23,91.64638
2015-12-03,84.94875
2015-12-14,85.51508
2015-12-22,87.92567
2015-12-28,90.74984
2016-01-04,98.26713
2016-01-12,100.1693
2016-02-02,98.80189
2016-02-15,92.94774000000001
2016-02-23,98.28341
2016-02-29,83.17265
2016-03-08,80.33766999999999
2016-03-15,82.19303
2016-03-21,86.65687
2016-03-29,88.84765
2016-04-05,83.80374
2016-04-12,79.03372
2016-04-19,89.07849999999999
2016-04-25,70.64893
2016-05-03,62.65497
2016-05-11,78.58749
2016-05-17,86.37295999999999
2016-05-27,66.96231
2016-06-01,63.82314
2016-06-09,70.90127
2016-06-16,130.83195
2016-06-22,83.07648999999999
2016-06-29,76.59239000000001
2016-07-08,82.58361000000001
2016-07-15,88.57059
2016-07-22,97.99365
2016-07-29,88.37279000000001
2016-08-05,89.10401999999999
2016-08-12,96.24352
2016-08-19,89.29125
2016-08-26,98.21275999999999
2016-09-02,92.41654
2016-09-09,86.73643999999999
2016-09-16,100.83940999999999
2016-09-23,87.78526
2016-10-01,82.34455
2016-10-12,70.63844999999999
2016-10-19,75.29043
2016-10-21,93.54095
2016-10-27,96.60320999999999
2016-11-03,102.25349
2016-11-12,100.01455
2016-11-22,90.79999000000001
2016-11-29,60.54088
2016-12-06,103.5622
2016-12-13,89.76317
2016-12-27,96.06149
2017-01-03,88.32587000000001
2017-01-17,99.19923
2017-01-24,110.49934
2017-01-31,91.51465
2017-02-07,101.72941
2017-02-15,104.46853000000002
2017-02-21,86.10238000000001
2017-02-28,93.84366
2017-03-09,97.84275
2017-03-14,98.00848
2017-03-21,105.45129
2017-03-28,101.00518
2017-04-04,104.25515000000001
2017-04-11,104.67846
2017-04-18,140.05502
2017-04-25,76.20501
2017-05-02,104.02894
2017-05-09,63.527240000000006
2017-05-16,65.47492
2017-05-23,60.38407
2017-05-30,71.86088
2017-06-01,119.89469
2017-06-16,74.36881
2017-06-30,111.55001
2017-07-30,128.38004
2017-08-25,113.03962
2017-09-14,113.03349
2017-09-27,115.08072
2017-10-10,107.92294999999999
2017-10-14,112.99644
2017-10-17,95.13602
2017-10-23,83.27247
2017-10-24,76.62942
2017-10-31,86.93163
2017-11-03,86.78267
2017-11-07,89.41685
2017-11-14,95.32496
2017-11-15,95.08739
2017-11-21,91.29571
2017-11-24,95.32496
2017-11-28,97.86619999999999
2017-12-05,96.58476
2017-12-12,93.43192
2017-12-19,98.44468
2017-12-26,92.84548
2018-01-02,87.29556000000001
2018-01-09,96.66547
2018-01-16,100.31734999999999
2018-01-23,96.33049
2018-01-30,94.36351
2018-02-06,80.91026
2018-02-13,89.82274000000001
2018-02-20,86.87474999999999
2018-02-27,89.40780000000001
2018-03-06,89.7208
2018-03-13,76.19984
2018-03-20,96.1255
2018-03-27,98.88813999999999
2018-04-03,88.91447
2018-04-10,88.9
2018-04-17,92.49190999999999
2018-04-24,79.65267
2018-05-01,71.99037
2018-05-25,77.01995
2018-06-09,83.61336
2018-06-15,86.98741
2018-06-25,89.65681000000001
2018-07-11,105.98799
2018-07-16,91.87595
2018-08-10,109.81763000000001
2018-08-17,102.68267
2018-08-24,107.39240000000001
2018-09-07,113.24869
2018-09-14,94.95877999999999
2018-09-21,91.24139
2018-09-28,105.78517
2018-10-05,107.36795000000001
2018-10-12,92.93945000000001
2018-10-19,82.09671
2018-10-25,97.3751
2018-11-02,88.34282
2019-05-07,67.60237000000001
2019-06-23,79.19747
2019-06-27,74.13789
2019-07-05,84.93188
2019-07-14,84.60252
2019-07-19,86.22242999999999
2019-07-26,88.60882000000001
2019-08-02,87.12842
2019-08-09,90.11885
2019-08-16,100.78766
2019-08-23,916.55281
2019-08-30,855.7406500000001
2019-09-06,609.3998
2019-09-13,183.94194
2019-09-20,108.98250000000002
2019-09-27,93.46119
2019-10-04,90.74223
2019-10-11,94.06852
2019-10-19,91.99328
2020-05-22,84.72062
2020-05-29,69.08646
2020-06-05,78.81437
2020-06-12,79.19517
2020-06-19,81.99592000000001
2020-06-26,86.81069000000001
2020-07-02,85.65286
2020-07-10,90.27867
2020-07-17,95.44708999999999
2020-07-23,83.11574999999999
2020-07-30,81.19270999999999
2020-08-07,108.35974999999999
2020-08-14,110.96847
2020-08-20,98.27052
2020-08-27,104.65782000000002
2020-09-03,102.70248000000001
2020-09-11,101.37057
2020-09-18,104.83807999999999
2020-09-24,107.20853
2020-10-01,100.31835
2020-10-08,99.11215
2020-10-16,124.69581
2020-10-23,119.81479999999999
2020-11-06,100.23357000000001
2021-05-19,80.21135
2021-05-28,96.88071
2021-06-04,89.85777
2021-06-11,84.24239999999999
2021-06-18,81.82732
2021-06-24,88.34898000000001
2021-07-02,98.29563
2021-07-09,90.06558
2021-07-15,92.63415
2021-07-23,184.61007999999998
2021-07-30,92.31529
2021-08-06,82.57797
2021-08-13,89.692848
2021-08-19,109.4398518
2021-08-27,92.30311979999999
2021-09-03,86.6885433
2021-10-01,80.9681606
2021-10-07,82.8422244
2021-10-22,91.0759535
2022-10-15,82.38886120000001
