date,silver
YYYY-MM-DD,ppb
2016-10-15,0.0
2016-10-19,0.0
2016-10-27,0.0
2016-11-03,0.0
2016-11-12,0.0
2016-11-23,0.022000000000000002
2016-12-19,0.0
2017-03-19,1.00169
2017-04-11,0.0
2017-04-12,0.6133000000000001
2017-05-14,0.47026999999999997
2017-05-30,0.46337000000000006
2017-06-01,0.38481
2017-06-15,0.54075
2017-06-30,0.31381
2017-07-13,0.22966
2017-07-30,0.23838
2017-08-25,0.29596999999999996
2017-09-13,0.19778
2017-09-27,0.30863
2017-10-14,0.24022000000000002
2017-10-23,0.23508
2017-10-29,0.0
2017-11-03,0.24519
2017-11-16,0.26269
2017-12-19,0.0
2018-01-05,0.0
2018-01-25,0.0
2018-03-03,0.15566
2018-03-17,0.08847000000000001
2018-05-07,0.04601
2018-05-25,0.026410000000000003
2018-06-03,0.01756
2018-06-15,0.00625
2018-06-25,0.00944
2018-07-11,0.0
2018-07-15,0.0
2018-08-10,0.0033100000000000004
2018-08-17,0.0
2018-08-24,0.0
