date,uranium
YYYY-MM-DD,ppb
2020-05-22,0.08689000000000001
2020-05-29,0.35911
2020-06-05,0.1371
2020-06-12,0.10675000000000001
2020-06-19,0.04122
2020-06-26,0.05645
2020-07-02,0.06559999999999999
2020-07-10,0.08453000000000001
2020-07-17,0.10300999999999999
2020-07-23,0.36567000000000005
2020-07-30,0.07134
2020-08-07,0.03796
2020-08-14,0.03551
2020-08-20,0.04675
2020-08-27,0.052649999999999995
2020-09-03,0.08222
2020-09-11,0.09527000000000001
2020-09-18,0.06661
2020-09-24,0.07919000000000001
2020-10-01,0.08548
2020-10-08,0.08351
2020-10-16,0.12549
2020-10-23,0.06679
2020-10-27,0.10734
2020-11-06,0.11477
2020-11-20,0.08474999999999999
2021-05-19,0.43639
2021-05-28,0.08061
2021-06-04,0.09532
2021-06-11,0.5215299999999999
2021-06-24,0.13974999999999999
2021-07-09,0.14876
2021-07-15,0.10484
2021-07-23,0.14886
2021-07-30,0.36909
2021-08-06,0.09917000000000001
2021-08-13,0.4274663
2021-08-27,0.2789343
2021-09-03,0.17827800000000002
2021-10-01,0.2221932
2021-10-07,0.28402839999999996
2021-10-22,0.2487272
2021-11-03,0.33774289999999996
2021-11-11,0.1167372
