date,calcium
YYYY-MM-DD,ppb
2019-10-07,8041.1768600000005
2020-05-26,4103.76667
2020-10-09,8285.492339999999
2020-10-13,9553.320310000001
2020-10-21,9755.00914
2020-10-28,10455.16807
2020-11-04,10474.77838
2020-11-11,10561.078580000001
2020-11-17,7666.24271
2020-11-25,7410.78737
2020-12-03,7717.04781
2020-12-09,7687.49363
2020-12-16,7821.51305
2020-12-26,7694.019039999999
2020-12-31,7673.272429999999
2021-01-07,7998.3488099999995
2021-01-14,8155.90822
2021-01-21,8204.84013
2021-01-28,8024.18989
2021-02-07,8197.841769999999
2021-02-11,8373.1236
2021-02-19,8286.59358
2021-02-27,8463.206119999999
2021-03-05,8398.20237
2021-03-12,8323.26471
2021-03-19,8583.62991
2021-03-26,8795.32826
2021-04-03,8681.78177
2021-04-09,8100.00039
2021-04-16,8320.20606
2021-04-23,8500.96496
2021-04-30,7340.16082
2021-05-19,4572.38228
2021-05-25,3472.57535
2021-05-26,3738.7199600000004
2021-06-02,3885.69767
2021-06-09,4421.0582954
2021-06-16,5135.051687300001
2021-06-23,5967.0330202000005
2021-06-30,5572.2037186
2021-07-07,6348.1481490999995
2021-07-14,6952.1180748
2021-07-21,7542.0938122
2021-07-28,6986.35404
2021-08-04,7997.2164877
2021-08-11,7971.5105644000005
2021-08-18,8662.1854948
2021-09-01,8914.9780346
2021-09-08,9191.0807399
2021-09-15,9115.785397900001
2021-09-22,9193.6148273
2021-09-29,8722.1256974
2021-10-05,8428.164060000001
2021-10-06,9073.6457721
2021-10-13,8374.8366446
2021-10-20,9082.3647938
2021-10-27,8268.6756811
2021-11-03,8297.2946661
2021-11-10,8647.9469329
2021-11-17,8579.4378975
2021-11-24,9021.0378069
2021-12-01,8613.526702699999
2021-12-08,9100.955189799999
2021-12-16,8044.2892845
2021-12-23,8407.4121053
