date,europium
YYYY-MM-DD,ppb
2014-12-12,0.00263
2015-04-19,0.00371
2015-05-11,0.00284
2015-05-24,0.00191
2015-06-02,0.0017100000000000001
2015-06-18,0.024099999999999996
2015-07-02,0.00229
2015-07-15,0.01251
2015-08-02,0.00424
2015-08-09,0.0038900000000000002
2015-10-04,0.02272
2015-10-13,0.01936
2015-10-26,0.02332
2015-11-09,0.022850000000000002
2015-11-23,0.01361
2016-04-08,0.014369999999999999
2016-04-21,0.0040999999999999995
2016-05-02,0.0
2016-05-20,0.0157566124
2016-05-27,0.0
2016-06-04,0.009769921
2016-06-11,0.005470596
2016-06-17,0.00048
2016-06-27,0.01452
2016-07-08,0.00668
2016-07-15,0.00491
2016-07-22,0.00911
2016-07-29,0.00204
2016-08-05,0.0
2016-08-12,0.010430000000000002
2016-08-19,0.00607
2016-08-26,0.00448
2016-09-02,0.0072900000000000005
2016-09-09,0.00558
2016-09-16,0.00889
2016-09-23,0.00742
2016-09-30,0.00458
2016-10-12,0.00417
2016-10-19,0.004
2016-10-27,0.006189999999999999
2016-11-03,0.007200000000000001
2016-11-12,0.00487
2016-11-23,0.0008799999999999999
2016-12-04,0.00569
2017-05-14,0.10314999999999999
2017-05-30,0.13559
2017-06-15,0.14332
2017-06-30,0.13476
2017-07-13,0.12607000000000002
2017-07-30,0.19139
2017-08-25,0.08626
2017-09-14,0.1537
2017-09-27,0.15408
2017-10-14,0.14569000000000001
2017-10-23,0.08768
2017-11-03,0.07439
2017-11-16,0.06466999999999999
2018-03-03,0.03843
2018-05-25,0.00477
2018-06-08,0.00532
2018-06-15,0.00414
2018-06-25,0.0038699999999999997
2018-07-09,0.00312
2018-07-15,0.00361
2018-08-10,0.00377
2018-08-17,0.00151
2018-08-24,0.00437
2018-09-07,0.00337
2018-09-14,0.00216
2018-09-21,0.00234
2018-09-28,0.0026200000000000004
