date,germanium
YYYY-MM-DD,ppb
2015-06-02,0.00695
2015-06-18,0.00907
2015-07-15,0.0
2015-08-02,0.0
2015-11-04,0.0
2015-11-23,0.01266
2015-11-28,0.0
2016-05-27,0.0
2016-06-04,0.005779095
2016-06-08,0.00842
2016-06-11,0.0428797156
2016-06-17,0.0
2016-07-08,0.00323
2016-07-14,0.0
2016-07-16,0.012379999999999999
2016-07-22,0.0036699999999999997
2016-07-29,0.0
2016-08-11,0.0
2016-08-19,0.0
2016-08-26,0.0
2016-09-02,0.0
2016-09-16,0.0024600000000000004
2016-10-12,0.0
2016-10-19,0.006030000000000001
2016-10-27,0.0057399999999999994
2016-11-03,0.0
2016-11-12,0.0006999999999999999
2016-12-04,0.0
2017-03-27,0.0039
2017-06-23,0.00092
2017-06-30,0.0
2017-07-13,0.0
2017-07-14,0.00078
2017-07-17,0.00483
2017-07-30,0.0
2017-08-11,0.0
2017-08-25,0.0
2017-08-31,0.005860000000000001
2017-09-18,0.005370000000000001
2017-09-27,0.022609999999999998
2017-10-14,0.03449
2017-10-19,0.07572999999999999
2017-10-23,0.08904000000000001
2017-10-24,0.032729999999999995
2017-11-03,0.0
2017-11-14,0.0
2017-11-16,0.09775
2017-12-19,0.10814000000000001
2018-01-06,0.07552
2018-01-25,0.07267
2018-01-29,0.007600000000000001
2018-03-03,0.06462999999999999
2018-03-04,0.07723
2018-03-13,0.0
2018-03-17,0.08613000000000001
2018-05-07,0.10178
2018-05-25,0.10346
2018-06-03,0.0
2018-06-08,0.00398
2018-06-15,0.0065
2018-06-25,0.0047
2018-07-09,0.0
2018-08-10,0.0
2018-08-17,0.00076
2018-08-24,0.0
2018-08-25,0.04893
2018-08-31,0.0
2018-09-07,0.02006
2018-09-14,0.01533
2018-09-21,0.00504
2018-10-11,0.09795
2018-10-12,0.00151
2018-10-18,0.03608
2018-10-25,0.01516
2018-11-02,0.01106
2018-11-10,0.00098
2018-11-16,0.00137
2018-11-17,0.0071400000000000005
2019-07-27,0.00798
2019-08-13,0.009210000000000001
