date,selenium
YYYY-MM-DD,ppb
2019-05-30,1.9191099999999999
2019-06-12,0.27616999999999997
2019-06-19,0.34115
2019-06-29,0.369
2019-07-15,0.0
2019-07-18,0.25761
2019-07-24,0.07054
2019-07-30,0.0
2019-08-06,0.0
2019-08-14,0.0
2019-08-21,0.0
2020-01-15,0.54111
2020-02-08,0.51197
2020-02-18,0.38084
2020-03-05,0.59939
2020-03-18,0.6722499999999999
2020-03-30,0.51197
2020-08-30,2.65602
2020-09-10,1.53974
2020-09-18,3.32578
2020-09-28,2.28392
2020-10-06,1.98625
2020-10-16,2.5816
2020-10-23,1.98625
2020-10-30,1.98625
2020-11-06,1.31649
2020-11-14,2.20951
