date,zirconium
YYYY-MM-DD,ppb
2019-04-27,0.17115999999999998
2019-05-11,0.1625
2019-05-19,0.13778
2019-05-24,0.25081
2019-06-03,0.16693
2019-06-18,0.24158
2019-07-01,0.20665
2019-07-09,0.17786
2019-07-16,0.15810000000000002
2019-08-13,0.06459999999999999
2019-09-05,0.11948
2019-10-02,0.1472
2020-04-21,0.26044999999999996
2020-05-13,0.17221
2020-05-28,0.12625
2020-06-10,0.18773
2020-06-24,0.13624
2020-07-08,0.14387
2020-08-03,0.13336
2020-08-26,0.20417000000000002
2020-09-29,0.15173999999999999
2021-05-10,0.23267
2021-05-24,0.14311000000000001
2021-06-17,0.0293121
2021-06-30,0.0811842
2021-07-22,0.0211561
2021-08-20,0.0347677
2021-09-30,0.0167333
