date,cobalt
YYYY-MM-DD,ppb
2020-05-22,0.0
2020-05-29,0.0
2020-06-05,0.04663
2020-06-12,0.04953
2020-06-19,0.021900000000000003
2020-06-26,0.0174
2020-07-02,0.01979
2020-07-10,0.03417
2020-07-17,0.042620000000000005
2020-07-23,0.20242
2020-07-30,0.02517
2020-08-07,0.01462
2020-08-14,0.028059999999999998
2020-08-20,0.02002
2020-08-27,0.02411
2020-09-03,0.026930000000000003
2020-09-11,0.07514
2020-09-18,0.020249999999999997
2020-09-24,0.03616
2020-10-01,0.04768
2020-10-08,0.05103
2020-10-16,0.04305
2020-10-23,0.01515
2020-10-27,0.03476
2020-11-06,0.052509999999999994
2020-11-20,0.019289999999999998
2021-05-19,0.17434
2021-05-28,0.03312
2021-06-04,0.04746
2021-06-11,0.17595
2021-06-24,0.21283
2021-07-09,0.09952000000000001
2021-07-15,0.08501
2021-07-23,0.08691000000000002
2021-07-30,0.19632
2021-08-06,0.08267999999999999
2021-08-13,0.1217326
2021-08-27,0.0770754
2021-09-03,0.057611600000000006
2021-10-01,0.0906499
2021-10-07,0.053491800000000006
2021-10-22,0.0703255
2021-11-03,0.7273797999999999
2021-11-11,0.07365100000000001
