date,cobalt
YYYY-MM-DD,ppb
2014-12-07,0.09493
2015-02-07,0.09246000000000001
2015-02-19,0.12023
2015-03-16,0.08481000000000001
2015-04-19,0.08968000000000001
2015-05-02,0.04943
2015-05-11,0.04618
2015-05-24,0.17253000000000002
2015-06-02,0.04516
2015-06-18,0.04417
2015-07-02,0.03651
2015-07-15,0.04631
2015-08-02,0.07966000000000001
2015-08-09,0.07498
2015-10-04,0.04118
2015-10-13,0.044660000000000005
2015-11-09,0.041749999999999995
2015-11-23,0.05411
2015-12-09,0.05589
2015-12-30,0.04971
2016-01-08,0.04325
2016-01-18,0.06396
2016-01-28,0.04590999999999999
2016-02-12,0.04825
2016-02-21,0.05502
2016-03-09,0.05387
2016-03-24,0.057800000000000004
2016-03-31,0.05152999999999999
2016-04-08,0.07201
2016-04-21,0.07642
2016-05-02,0.09715136759999998
2016-05-12,0.07238185659999999
2016-05-20,0.08204313430000001
2016-05-27,0.0600651018
2016-06-04,0.0544131408
2016-06-11,0.0625588484
2016-06-17,0.0475
2016-06-27,0.03933
2016-07-08,0.054400000000000004
2016-07-15,0.056459999999999996
2016-07-22,0.06196
2016-07-29,0.06362
2016-08-05,0.05522
2016-08-12,0.05624
2016-08-19,0.06144
2016-08-26,0.06346
2016-09-02,0.05663
2016-09-09,0.0553
2016-09-16,0.06801
2016-09-23,0.12785
2016-09-30,0.059179999999999996
2016-10-12,0.07047
2016-10-19,0.06729
2016-10-27,0.05763
2016-11-03,0.06521
2016-11-12,0.07257000000000001
2016-11-23,0.10216
2016-12-04,0.05491
2017-02-01,0.05433
2017-03-19,0.06522
2017-04-12,0.0652
2017-04-30,0.06947
2017-05-11,0.07900000000000001
2017-05-14,0.09931999999999999
2017-05-30,0.1395
2017-06-15,0.04546
2017-06-30,0.051320000000000005
2017-07-13,0.05221
2017-07-30,0.05745
2017-08-25,0.0612
2017-09-14,0.06612
2017-09-27,0.07165
2017-10-14,0.08644
2017-10-23,0.0711
2017-11-03,0.07476
2017-11-16,0.07851
2018-03-04,0.16183
2018-03-17,0.056620000000000004
2019-03-21,0.08148000000000001
2019-03-30,0.07338
2019-04-18,0.13631000000000001
2019-05-02,0.10246999999999999
2019-05-08,0.08621999999999999
2019-05-31,0.06629
2019-06-05,0.07561
2019-06-11,0.06307
2019-06-21,0.05266
2019-06-27,0.055970000000000006
2019-07-05,0.06043
2019-07-14,0.05226
2019-07-19,0.07801
2019-07-26,0.05015
2019-08-02,0.05512
2019-08-09,0.062329999999999997
2019-08-16,0.05422
2019-08-23,0.057229999999999996
2019-08-30,1.09075
2019-09-06,0.34164
2019-09-13,0.06464
2019-09-20,0.055970000000000006
2019-09-27,0.043930000000000004
2019-10-04,0.052950000000000004
2019-10-11,0.06605
2019-10-19,0.060340000000000005
2020-02-11,0.08108000000000001
2020-02-20,0.09
2020-03-01,0.05856
2020-03-11,0.05772
2020-03-17,0.05699
2020-04-03,0.07083
2020-04-09,0.06437
2020-04-14,0.07986
2020-04-24,0.08121
2020-04-28,0.06327
2020-05-14,0.07006
2020-05-22,0.06688000000000001
2020-05-29,0.0782
2020-06-05,0.07561
2020-06-12,0.06995
2020-06-19,0.04299
2020-06-26,0.041749999999999995
2020-07-02,0.06182
2020-07-10,0.04642
2020-07-17,0.030869999999999998
2020-07-23,0.052890000000000006
2020-07-30,0.05452
2020-08-07,0.060829999999999995
2020-08-14,0.04645
2020-08-20,0.041609999999999994
2020-08-27,0.0433
2020-09-03,0.04172000000000001
2020-09-11,0.04529
2020-09-18,0.06596
2020-09-24,0.05976000000000001
2020-10-01,0.08959
2020-10-08,0.05863
2020-10-16,0.04968
2020-10-23,0.06531
2020-10-27,0.059699999999999996
2020-11-06,0.0675
2020-11-13,0.05104
2020-11-20,0.14463
2020-12-04,0.07440000000000001
2020-12-31,0.10344
2021-01-08,0.0682
2021-01-15,0.05492999999999999
2021-01-21,0.05401
2021-01-28,0.044140000000000006
2021-02-05,0.02778
2021-02-11,0.049280000000000004
2021-02-17,0.056420000000000005
2021-02-25,0.05914
2021-03-03,0.06543
2021-03-10,0.04885
2021-03-19,0.03694
2021-08-13,0.047145099999999995
2021-08-19,0.0379848
2021-08-27,0.0332361
2021-09-03,0.0321586
2021-10-01,0.047535
2021-10-07,0.0491091
2021-10-22,0.0423302
2021-10-27,0.1613079
2021-11-03,0.1443623
2021-11-11,0.0397373
2021-12-20,0.0457143
2022-10-15,0.0335396
