date,lithium
YYYY-MM-DD,ppb
2015-03-16,1.8725800000000001
2015-04-19,1.8931799999999999
2015-05-02,2.49036
2015-05-11,2.50712
2015-05-24,2.46733
2015-06-02,2.6210099999999996
2015-06-18,4.79076
2015-07-02,2.49083
2015-07-15,2.6244
2015-08-02,2.02073
2015-08-09,2.06741
2015-10-04,4.54326
2015-10-13,4.33452
2015-10-26,4.11302
2015-11-09,4.606339999999999
2015-11-23,3.30774
2016-04-08,1.60562
2016-04-21,1.72858
2016-05-02,1.8193847896
2016-05-12,1.8078528731999999
2016-05-20,1.9292214671999997
2016-05-27,2.2603076535
2016-06-04,1.6824555434
2016-06-11,1.7194471882
2016-06-17,1.68802
2016-06-27,1.66961
2016-07-08,1.7759800000000001
2016-07-15,1.7618900000000002
2016-07-22,1.91809
2016-07-29,1.8867900000000002
2016-08-05,1.63788
2016-08-12,2.06881
2016-08-19,1.75559
2016-08-26,1.7424600000000001
2016-09-02,1.8337800000000002
2016-09-09,1.94549
2016-09-16,1.89864
2016-09-23,1.75813
2016-09-30,1.82104
2016-10-12,1.91797
2016-10-19,1.8417700000000001
