date,cadmium
YYYY-MM-DD,ppb
2017-03-17,0.0367
2017-03-23,0.02362
2017-05-03,0.03664
2017-05-06,0.36303
2017-05-11,0.00343
2017-05-15,0.19248
2017-06-22,0.0524
2017-10-29,0.02581
2019-04-06,0.017509999999999998
2019-04-06,0.028159999999999998
2020-07-14,0.00807
2020-07-21,0.01745
2020-07-29,0.00112
2020-08-04,0.0
2020-08-12,0.0
2020-08-19,0.0
2020-08-24,0.01424
2020-09-01,0.01345
2020-09-14,0.0
2020-09-23,0.0
2020-09-29,0.0
2020-10-05,0.0
2020-10-13,0.0
2020-10-22,0.00376
2020-10-28,0.00432
2020-11-03,0.0
2020-11-19,0.0
2021-04-28,0.04936
2021-05-04,0.0245
2021-05-13,0.06198000000000001
2021-05-18,0.09953000000000001
2021-05-27,0.024919999999999998
2021-06-02,0.0628
2021-06-08,0.01294
2021-06-15,0.025869999999999997
2021-06-22,0.01277
2021-07-01,0.02615
2021-07-07,0.013090000000000001
2021-07-16,0.0211011
2021-07-20,0.0044774
2021-07-27,0.0039803
2021-08-04,0.0033869
2021-08-10,0.004253
2021-08-17,0.0
2021-08-24,0.0033929
2021-08-31,0.006025600000000001
2021-09-08,0.0056240000000000005
2021-09-27,0.0039544
2021-10-04,0.0067878
2021-10-15,0.0087046
