date,antimony
YYYY-MM-DD,ppb
2014-12-12,0.12555
2015-01-24,0.06757
2015-02-07,0.08510000000000001
2015-02-19,0.13201
2015-03-16,0.06851
2015-04-19,0.08503999999999999
2015-05-11,0.07539
2015-05-24,0.06570999999999999
2015-06-02,0.09821999999999999
2015-06-18,0.19713999999999998
2015-07-02,0.08876999999999999
2015-07-15,0.13544
2015-08-02,0.13057
2015-08-09,0.10484
2015-10-04,0.18636
2015-10-13,0.15886
2015-10-26,0.15195
2015-11-09,0.13076000000000002
2015-12-09,0.14751999999999998
2016-01-08,0.10411000000000001
2016-01-28,0.11861
2016-02-12,0.09809999999999999
2016-02-21,0.12073
2016-03-09,0.09269
2016-03-24,0.13611
2016-03-31,0.09811
2016-04-08,0.12905
2016-04-21,0.08748
2016-05-02,0.1039350528
2016-05-20,0.1122966152
2016-05-27,0.0882819189
2016-06-04,0.08845643999999998
2016-06-11,0.0852446334
2016-06-17,0.11083000000000001
2016-06-27,0.08431
2016-07-08,0.12293
2016-07-15,0.08456
2016-07-22,0.10198
2016-07-29,0.09953999999999999
2016-08-05,0.08617
2016-08-12,0.13373
2016-08-19,0.14743
2016-08-26,0.11413
2016-09-02,0.12215999999999999
2016-09-09,0.09999
2016-09-16,0.09854
2016-09-23,0.03789
2016-09-30,0.09104
2016-10-12,0.0958
2016-10-19,0.15225
2016-10-27,0.0885
2016-11-03,0.08468
2016-11-12,0.09074
2016-11-23,0.06047
2016-12-04,0.08079
2017-03-19,0.0
2017-04-12,0.0
2017-04-30,0.0
2017-05-14,0.0
2017-05-30,0.0
2017-06-15,0.0
2017-06-30,0.02205
2017-07-13,0.0
2017-07-30,0.0
2017-08-25,0.06702
2017-09-14,0.09223999999999999
2017-09-27,0.0381
2017-10-14,0.07155
2017-10-23,0.02222
2017-11-03,0.05789
2017-11-16,0.0267
2017-12-19,0.01606
2018-01-05,0.00838
2018-01-25,0.00451
2018-03-03,0.10392
2018-03-25,0.09895
2018-06-08,0.10968
2018-06-15,0.0889
2018-06-25,0.0844
2018-07-09,0.09818
2018-07-15,0.09304
2018-08-10,0.09487000000000001
2018-08-17,0.10002
2018-08-24,0.10559
2019-02-27,0.08715
2019-03-30,0.09512
2019-04-18,0.11298000000000001
2019-05-08,0.10836
2019-06-05,0.09761
2019-06-11,0.09431
2019-06-21,0.07445
2019-06-27,0.11548
2019-07-05,0.09521
2019-07-14,0.11914
2019-07-19,0.10869999999999999
2019-07-26,0.06498000000000001
2019-08-02,0.09368
2019-08-09,0.13935
2019-08-16,0.12014999999999999
2019-08-23,0.22210000000000002
2019-08-30,0.24037
2019-09-06,0.195
2019-09-13,0.09834000000000001
2019-09-20,0.09741
2019-09-27,0.11986
2019-10-04,0.10157
2019-10-11,0.1231
2019-10-19,0.07206
2020-02-11,0.76598
2020-02-20,0.38896
2020-03-11,0.32631
2020-04-03,0.25184
2020-04-09,0.19229
2020-04-14,0.18578
2020-04-24,0.17412
2020-05-22,0.15504
2020-05-29,0.12349
2020-06-05,0.14390999999999998
2020-06-12,0.11768
2020-06-19,0.22136
2020-06-26,0.06662
2020-07-02,0.13827
2020-07-10,0.07771
2020-07-17,0.08862999999999999
2020-07-23,0.09334
2020-07-30,0.16208
2020-08-07,0.04409
2020-08-14,0.08944
2020-08-20,0.07879
2020-08-27,0.11419
2020-09-03,0.08012
2020-09-11,0.03658
2020-09-18,0.09121000000000001
2020-09-24,0.05123
2020-10-01,0.057080000000000006
2020-10-08,0.05252
2020-10-16,0.03061
2020-10-23,0.04761
2020-10-27,0.06762
2020-11-06,0.056709999999999997
2020-11-13,0.047920000000000004
2020-12-04,0.02177
2021-01-08,0.03761
2021-01-15,0.04668
2021-01-28,0.0
2021-02-11,0.0
2021-03-03,0.0
2021-03-19,0.0
2021-03-25,0.0
2021-04-07,0.0
2021-05-17,0.0
2021-05-28,0.0
2021-06-04,0.46492
2021-06-11,0.29035
2021-06-18,0.29175
2021-06-24,0.54743
2021-07-02,0.31467
2021-07-09,0.19222
2021-07-15,0.24101
2021-07-23,0.0
2021-07-30,0.0
2021-07-31,0.0
2021-08-06,0.0
2021-08-13,0.08716700000000001
2021-08-19,0.09207109999999999
2021-08-27,0.08951809999999999
2021-09-03,0.0871449
2021-10-01,0.08351239999999999
2021-10-07,0.1596492
2021-10-15,0.1414979
2021-10-22,0.1496848
2021-10-27,0.34057039999999994
2021-11-03,0.09586610000000001
2021-11-11,0.170163
