date,silver
YYYY-MM-DD,ppb
2014-12-12,0.00235
2015-01-24,0.0
2015-02-07,0.0
2015-02-19,0.012049999999999998
2015-03-16,0.00039
2015-04-19,0.0
2015-05-11,0.01406
2015-05-24,0.01938
2015-06-02,0.014549999999999999
2015-06-18,0.0
2015-07-02,0.02014
2015-07-15,0.0
2015-08-02,0.00597
2015-08-09,0.0014100000000000002
2015-10-04,0.0107
2015-10-13,0.00409
2015-10-26,0.00678
2015-11-09,0.01534
2015-11-23,0.00327
2015-12-09,0.01463
2015-12-30,0.0062
2016-01-08,0.0028200000000000005
2016-01-18,0.01625
2016-01-28,0.00694
2016-02-12,0.05876
2016-02-21,0.0074
2016-03-09,0.00677
2016-03-24,0.00792
2016-03-31,0.0065
2016-04-08,0.010020000000000001
2016-04-21,0.00203
2016-05-02,0.0
2016-05-12,0.0099028305
2016-05-20,0.0561146388
2016-05-27,0.0061480968
2016-06-04,0.170175285
2016-06-11,0.014096406999999998
2016-06-17,0.09257
2016-06-27,0.00184
2016-07-08,0.02782
2016-07-15,0.09168000000000001
2016-07-22,0.02307
2016-07-29,0.048580000000000005
2016-08-05,0.023649999999999997
2016-08-12,0.05912
2016-08-19,0.07384
2016-08-26,0.15273
2016-08-27,0.00861
2016-09-02,0.03542
2016-09-09,0.05636000000000001
2016-09-16,0.7003199999999999
2016-09-23,0.01547
2016-09-30,0.0
2016-10-12,0.00292
2016-10-19,0.00477
2016-10-27,0.00135
2016-11-03,0.00133
2016-11-12,0.00226
2016-11-23,0.0
2016-12-04,0.0
2016-12-19,0.0
2017-03-19,0.0
2017-04-12,0.0
2017-04-30,0.0
2017-05-14,0.0
2017-05-30,0.0
2017-06-15,0.0
2017-06-30,0.0
2017-07-13,0.0
2017-07-30,0.0
2017-08-25,0.27337
2017-09-14,0.0
2017-09-27,0.0
2017-10-14,0.0
2017-10-23,0.0
2017-10-29,0.0
2017-11-03,0.0
2017-11-16,0.0
2018-03-04,0.1033
2018-05-25,0.0
2018-06-08,0.0
2018-06-15,0.0
2018-06-25,0.0
2018-07-09,0.0
2018-07-15,0.0
2018-08-10,0.0
2018-08-17,0.0
2018-08-24,0.0
2018-09-07,0.0
2018-09-14,0.0
2018-09-21,0.0
2018-10-05,0.0
2018-10-12,0.0
2018-10-18,0.0
2018-10-25,0.0
2018-11-02,0.0
2018-11-10,0.0
2018-11-17,0.0
2019-02-27,0.28501
2019-03-21,0.25911
2019-03-30,0.25133
2019-04-18,0.25428
2019-05-08,0.24527
2019-06-05,1.3906399999999999
2019-06-11,1.42009
2019-06-21,1.38857
2019-06-27,1.74153
2019-07-05,1.7276
2019-07-14,1.73322
2019-07-19,1.73455
2019-07-26,1.72064
2019-08-02,1.72176
2019-08-09,2.92272
2019-08-16,2.90391
2019-08-23,2.98613
2019-08-30,2.9148
2019-09-06,2.91579
2019-09-13,2.89779
2019-09-20,2.8961300000000003
2019-09-27,2.88735
2019-10-04,2.88829
2019-10-11,2.89803
2019-10-19,2.8924899999999996
2019-10-25,3.54094
2019-11-03,3.52958
2019-11-08,3.52919
2019-11-15,3.51852
2019-11-22,3.51802
2019-12-04,3.51831
2019-12-12,3.51492
2019-12-20,3.5058
2020-01-08,3.50148
2020-01-21,3.50736
2020-01-28,3.5141899999999997
2020-02-11,0.86553
2020-02-20,0.86222
2020-03-11,0.88008
2020-03-17,0.87165
2020-04-03,0.96727
2020-04-09,0.84955
2020-04-14,0.84968
2020-04-24,0.8638600000000001
2020-05-22,0.86379
2020-05-29,0.858
2020-06-05,0.86696
2020-06-12,0.85876
2020-06-19,0.88401
2020-06-26,0.8404200000000001
2020-07-02,0.8580599999999999
2020-07-10,0.8499099999999999
2020-07-17,0.84362
2020-07-23,0.85274
2020-07-30,0.8462400000000001
2020-08-07,0.84941
2020-08-14,0.85532
2020-08-20,0.8582299999999999
2020-08-27,0.84358
2020-09-03,0.8704299999999999
2020-09-11,0.8494999999999999
2020-09-18,0.8462000000000001
2020-09-24,0.84341
2020-10-01,0.86056
2020-10-08,0.86125
2020-10-16,0.8643000000000001
2020-10-23,0.84934
2020-10-27,0.84939
2020-11-06,0.86654
2020-11-13,0.87592
2020-11-20,0.86329
2020-12-04,0.8461200000000001
2021-01-08,0.89741
2021-01-15,0.9059
2021-01-28,1.06731
2021-02-11,1.0646799999999998
2021-03-03,1.0647900000000001
2021-03-19,1.08
2021-03-25,0.0
2021-04-07,0.0
2021-05-17,0.0
2021-05-28,0.0
2021-06-04,0.0
2021-06-11,0.19820000000000002
2021-06-18,0.19886
2021-07-02,0.16984
2021-07-09,0.1845
2021-07-15,0.18522
2021-07-30,0.23154999999999998
2021-08-06,0.24883
2021-08-13,0.0071962
2021-08-19,0.0073164
2021-08-27,0.0225012
2021-09-03,0.0152943
2021-10-01,0.020387600000000002
2021-10-07,0.027055999999999997
2021-10-22,0.033103999999999995
2021-10-27,0.051654
2021-11-03,0.0601014
2021-11-11,0.020929299999999998
2022-10-15,0.0065891
