date,strontium
YYYY-MM-DD,ppb
2016-10-14,2.6340000000000003
2017-07-13,9.29666
2017-07-19,3.0443
2017-07-27,2.36547
2017-08-03,1.10045
2017-08-04,1.38959
2017-09-18,3.39834
2017-10-15,4.68096
