date,chromium
YYYY-MM-DD,ppb
2014-12-07,0.10496
2015-02-07,0.16666
2015-02-19,0.12049000000000001
2015-03-16,0.08236
2015-04-19,0.08786000000000001
2015-05-02,0.32451
2015-05-11,0.33246
2015-05-24,0.29936999999999997
2015-06-02,0.33303
2015-06-18,0.15337
2015-07-02,0.31244
2015-07-15,0.40027
2015-08-02,0.40847
2015-08-09,0.56995
2015-10-04,0.40784
2015-10-13,0.66471
2015-10-26,0.21766000000000002
2015-11-09,0.31667
2015-11-23,0.16143999999999997
2015-12-09,0.15153
2015-12-30,0.34188
2016-01-08,0.2495
2016-01-18,0.17076000000000002
2016-01-28,0.32536000000000004
2016-02-12,0.25914
2016-02-21,0.2767
2016-03-09,0.6443300000000001
2016-03-24,0.45126
2016-03-31,0.31934999999999997
2016-04-08,1.01638
2016-04-21,0.66504
2016-05-02,0.49182374560000003
2016-05-12,0.7630638626000001
2016-05-20,0.4955704302
2016-05-27,0.3992996016
2016-06-04,0.4678064256
2016-06-11,0.54004795
2016-06-17,0.6333500000000001
2016-06-27,0.49199
2016-07-08,0.48890999999999996
2016-07-15,0.37693
2016-07-22,0.43745
2016-07-29,0.41326
2016-08-05,0.58848
2016-08-12,0.97729
2016-08-19,0.38321
2016-08-26,0.40808
2016-08-27,0.11693999999999999
2016-09-02,0.9421999999999999
2016-09-09,0.34153
2016-09-16,0.5314300000000001
2016-09-23,0.19189
2016-09-30,0.61714
2016-10-12,0.7215199999999999
2016-10-19,0.77738
2016-10-27,0.59613
2016-11-03,0.5416300000000001
2016-11-12,0.47752000000000006
2016-11-23,1.03635
2016-12-04,1.21146
2016-12-19,0.6560299999999999
2017-02-01,1.1254
2017-03-19,0.70017
2017-04-12,0.71133
2017-04-30,1.041
2017-05-11,1.11988
2017-05-30,1.32864
2017-06-15,0.43306999999999995
2017-06-24,0.49228
2017-06-30,0.48487
2017-07-13,0.2019
2017-07-30,0.50372
2017-08-25,1.0983800000000001
2017-09-14,1.71681
2017-09-27,0.5146499999999999
2017-10-14,0.7947799999999999
2017-10-23,0.36921000000000004
2017-11-03,0.0562
2017-11-16,0.7976800000000001
2017-12-19,0.47215
2018-01-06,0.63442
2018-01-26,0.7831
2018-03-03,0.86891
2018-03-04,0.27376999999999996
2018-03-17,0.6030800000000001
2018-05-07,0.9999199999999999
2018-05-25,1.92042
2018-06-08,1.09591
2018-06-15,1.1515499999999999
2018-06-25,0.13816
2018-07-11,0.11177
2018-07-15,0.11629
2018-08-10,0.14118
2018-08-17,0.15584
2018-08-24,2.18847
2018-09-07,0.24074
2018-09-14,0.44754000000000005
2018-09-21,0.38927
2018-10-05,0.23856
2018-10-12,0.09139
2018-10-18,0.18707000000000001
2018-10-25,0.20334999999999998
2018-11-02,0.22597
2018-11-10,0.21686
2018-11-17,0.19607
2019-03-18,0.14912999999999998
2019-03-30,1.76695
2019-04-18,0.15853
2019-05-02,0.13797
2019-05-08,0.28396
2019-05-31,0.00898
2019-06-05,0.1406
2019-06-11,0.16986
2019-06-21,1.3905500000000002
2019-06-27,1.55914
2019-07-05,1.20739
2019-07-14,1.4694399999999999
2019-07-19,0.6533
2019-07-26,1.35154
2019-08-02,0.88446
2019-08-09,1.50041
2019-08-16,1.64524
2019-08-23,1.62379
2019-08-30,126.04558
2019-09-06,87.48091000000001
2019-09-13,0.37532000000000004
2019-09-20,0.55238
2019-09-27,1.03035
2019-10-04,1.20835
2019-10-11,0.19326
2019-10-19,0.34486999999999995
2019-10-25,1.15086
2019-11-03,1.6569500000000001
2019-11-08,1.46264
2019-11-15,2.76849
2019-11-22,2.6125700000000003
2019-12-04,2.93352
2019-12-12,1.53636
2019-12-20,1.3039999999999998
2020-01-08,2.20664
2020-01-15,1.27659
2020-01-21,1.48163
2020-01-28,3.265
2020-02-11,0.10573
2020-02-20,0.85051
2020-03-01,0.26319
2020-03-11,0.39749
2020-03-17,0.39236
2020-04-01,0.28409
2020-04-09,0.15462
2020-04-14,0.15646
2020-04-24,0.56227
2020-04-28,0.19075000000000003
2020-05-14,0.08699
2020-05-22,0.09237000000000001
2020-05-29,0.64046
2020-06-05,0.08449999999999999
2020-06-12,0.12403
2020-06-19,0.16543
2020-06-26,0.78252
2020-07-02,0.17572000000000002
2020-07-10,0.24425
2020-07-17,0.18258
2020-07-23,0.46152
2020-07-30,0.22723
2020-08-07,0.15431
2020-08-14,0.12571000000000002
2020-08-20,0.2753
2020-08-27,0.21728
2020-09-03,0.21273
2020-09-11,0.21045000000000003
2020-09-18,0.22157
2020-09-24,0.38786
2020-10-01,0.23662
2020-10-08,0.25849
2020-10-16,0.27702
2020-10-23,0.23912
2020-10-27,0.26624
2020-11-06,0.37266
2020-11-13,0.26265
2020-11-20,0.09243
2020-12-04,0.19472
