date,lithium
YYYY-MM-DD,ppb
2015-06-29,35.4406756195
2015-07-08,71.0320300632
2015-07-13,94.2662127308
2015-07-22,104.6834600525
2015-08-03,102.3102867052
2015-08-17,74.5717816092
2015-08-24,34.9655209068
2015-10-21,93.76507000000001
2015-11-01,23.031609999999997
2015-11-09,27.07834
2015-11-17,23.12771
2015-11-23,100.8973
2015-12-03,89.65083
2015-12-14,90.17927999999999
2015-12-22,91.0521
2015-12-28,94.16587
2016-01-04,94.43965
2016-01-12,94.12115
2016-02-02,95.73892000000001
2016-02-15,100.56756
2016-02-23,94.9051
2016-02-29,108.60439
2016-03-08,107.00039000000001
2016-03-15,107.48237
2016-03-21,104.26625
2016-03-29,105.60758999999999
2016-04-05,107.99678999999999
2016-04-12,100.44895
2016-04-19,101.95792
2016-04-25,19.52137
2016-05-03,14.672529999999998
2016-05-11,15.47062
2016-05-17,15.70296
2016-05-27,20.738799999999998
2016-06-01,23.74165
2016-06-09,31.00152
2016-06-16,77.63301
2016-06-22,75.74483
2016-06-29,68.16193
2016-07-08,94.32647
2016-07-15,103.93892
2016-07-22,104.15706
2016-07-29,103.55266
2016-08-05,95.66508
2016-08-12,74.85635
2016-08-19,91.56040000000002
2016-08-26,107.8237
2016-09-02,73.23169
2016-09-09,86.87779
2016-09-16,110.76231
2016-09-23,87.23100000000001
2016-10-01,95.82938
2016-10-12,124.37398
2016-10-19,125.1662
2016-10-21,103.60233
2016-10-27,133.45451
2016-11-03,99.40561000000001
2016-11-12,94.534
2016-11-22,112.64234
2016-11-29,38.94737
2016-12-06,87.93484
2016-12-13,102.01249000000001
2016-12-27,105.65135
2017-01-03,85.01621999999999
2017-01-17,82.40105
2017-01-24,82.70504000000001
2017-01-31,97.19550999999998
2017-02-07,102.01017999999999
2017-02-15,102.79823
2017-02-21,85.00685000000001
2017-02-28,96.62051
2017-03-09,97.09839000000001
2017-03-14,102.14739
2017-03-21,100.06830000000001
2017-03-28,102.18548
2017-04-04,100.46428
2017-04-11,100.34283
2017-04-18,102.50269
2017-04-25,14.718789999999998
2017-05-02,38.353899999999996
2017-05-09,13.227
2017-05-16,13.12218
2017-05-23,11.82955
2017-05-30,18.50932
2017-06-01,66.65062
2017-06-16,38.67404
2017-06-30,103.65843
2017-07-30,132.67915
2017-08-25,124.91176
2017-09-14,124.68773
2017-09-27,109.87777
2017-10-10,96.68008999999999
2017-10-14,162.2121
2017-10-17,146.87763
2017-10-23,151.53014000000002
2017-10-24,161.17785999999998
2017-10-31,136.85942
2017-11-03,147.77067
2017-11-07,142.30834
2017-11-14,119.443
2017-11-15,118.89868999999999
2017-11-21,119.33987
2017-11-24,119.443
2017-11-28,114.98151
2017-12-05,113.9475
2017-12-12,118.93954000000001
2017-12-19,102.21405000000001
2017-12-26,114.56936999999999
2018-01-02,101.98347999999999
2018-01-09,100.0857
2018-01-16,101.41481
2018-01-23,99.23609
2018-01-30,99.54226
2018-02-06,93.4135
2018-02-13,97.34367
2018-02-20,96.04787
2018-02-27,96.21554
2018-03-06,95.5625
2018-03-13,99.92258
2018-03-20,113.19058
2018-03-27,108.5808
2018-04-03,115.42159
2018-04-10,115.80005
2018-04-17,118.78582
2018-04-24,29.20779
2018-05-01,19.98041
2018-05-25,46.763040000000004
2018-06-09,98.59970000000001
2018-06-15,80.18981
2018-06-25,98.35741999999999
2018-07-11,120.23168999999999
2018-07-16,131.99217000000002
2018-08-10,136.15655999999998
2018-08-17,105.57781
2018-08-24,89.70078000000001
2018-09-07,41.83124
2018-09-14,77.02222
2018-09-21,116.76104000000001
2018-09-28,121.85451
2018-10-05,106.63299
2018-10-12,116.30461
2018-10-19,116.6329
2018-10-25,115.40618
2018-11-02,114.69935
2019-05-07,25.85547
2019-06-23,51.12949999999999
2019-06-27,70.17727
2019-07-05,93.83972999999999
2019-07-14,121.75393
2019-07-19,130.43246
2019-07-26,137.65618
2019-08-02,158.08531
2019-08-09,155.81486
2019-08-16,105.10638
2019-08-23,98.49223
2019-08-30,99.71964
2019-09-06,119.94868
2019-09-13,108.72367
2019-09-20,90.86095999999999
2019-09-27,98.05138
2019-10-04,115.89665
2019-10-11,105.56981
2019-10-19,115.00249
2020-05-22,28.96001
2020-05-29,43.15316
2020-06-05,59.12505
2020-06-12,85.29237
2020-06-19,81.52158999999999
2020-06-26,109.05138000000001
2020-07-02,124.50046999999999
2020-07-10,103.20645
2020-07-17,135.1062
2020-07-23,132.81239
2020-07-30,138.52255
2020-08-07,129.79744
2020-08-14,141.51198
2020-08-20,172.52707999999998
2020-08-27,144.80593000000002
2020-09-03,147.50596
2020-09-11,161.60167
2020-09-18,156.7566
2020-09-24,156.59890000000001
2020-10-01,166.59254
2020-10-08,168.32428
2020-10-16,127.32234
2020-10-23,126.95577999999999
2020-11-06,135.92876
2021-05-19,64.27822
2021-05-28,59.34358
2021-06-04,110.43591
2021-06-11,53.24938
2021-06-18,50.38686
2021-06-24,83.00941999999999
2021-07-02,93.65662999999999
2021-07-09,103.1729
2021-07-15,104.46139000000001
2021-07-23,140.93541
2021-07-30,109.98835
2021-08-06,143.62844
2021-08-13,172.6835183
2021-08-19,112.73738209999999
2021-08-27,127.5049912
2021-09-03,128.15933230000002
2021-10-01,135.4161889
2021-10-07,123.62271469999999
2021-10-22,118.2975991
2022-10-15,118.24678309999999
