date,magnesium
YYYY-MM-DD,ppb
2014-12-12,5683.650720000001
2015-05-11,3776.00991
2015-05-24,3804.9175400000004
2015-06-02,2339.32894
2015-06-18,1902.87741
2015-07-02,2568.7747200000003
2015-07-15,3086.77727
2015-08-02,3991.77831
2015-08-09,4334.6888
2015-10-04,4873.64571
2015-10-13,5019.89886
2015-10-26,4220.291920000001
2015-11-09,4444.77206
2016-05-12,4547.6341156692
2016-05-20,3679.3668107988005
2016-05-27,2991.9234525429
2016-06-04,1971.4293841104
2016-06-11,1700.4536123043997
2016-06-17,2306.13032
2016-06-27,2529.6739199999997
2016-07-08,3059.67962
2016-07-15,3487.37674
2016-07-22,3716.33399
2016-07-29,4573.45717
2016-08-05,3645.14976
2016-08-12,4052.2238599999996
2016-08-19,5187.14444
2016-08-26,4716.30104
2016-09-02,4544.90902
2016-09-09,4722.11387
2016-09-16,4626.50106
2016-09-23,5564.369420000001
2016-09-30,4844.5076899999995
2016-10-12,4020.3107499999996
2016-10-19,4410.1847099999995
2016-10-27,4391.888190000001
2016-11-03,4636.0799
2016-11-12,4766.15461
2017-05-30,2825.77819
2017-06-15,2186.22399
2017-06-30,1910.0690800000002
2017-07-13,2490.4667
2017-07-30,2883.94409
2017-08-25,4545.882460000001
2017-09-14,6152.915510000001
2017-09-27,5648.25208
2017-10-14,4375.720810000001
2017-10-23,4555.09136
2017-11-03,5035.42409
2018-05-25,2279.78387
2018-06-08,2278.46774
2018-06-15,2700.2011700000003
2018-06-25,2952.32741
2018-07-09,4102.39548
2018-07-15,4226.11068
