date,calcium
YYYY-MM-DD,ppb
2016-10-15,65449.10745
2016-10-19,65866.66067
2016-10-27,64353.4155
2016-11-03,65919.84591999999
2016-11-12,65033.71668
2016-11-23,66663.78198
2016-12-19,66843.63725999999
2017-03-19,65526.64728
2017-04-11,55091.831679999996
2017-04-12,49910.86467
2017-05-14,29573.67471
2017-05-30,40274.70068
2017-06-01,32461.77878
2017-06-15,37658.99615
2017-06-30,45639.99431
2017-07-13,49446.27065
2017-07-30,52741.99385
2017-08-25,55548.10188
2017-09-13,56733.321280000004
2017-09-27,59268.54448
2017-10-14,61412.50339
2017-10-23,60309.230299999996
2017-10-29,62912.9073
2017-11-03,60777.828310000004
2017-11-16,60746.13246
2017-12-19,61831.46516
2018-01-05,61313.122030000006
2018-01-25,61901.46211
2018-03-03,58584.20153
2018-03-17,60981.49418
2018-05-07,40105.13491
2018-05-25,45221.307310000004
2018-06-03,48714.45899
2018-06-15,50831.27394
2018-06-25,53394.32569
2018-07-11,56468.747260000004
2018-07-15,57799.76914
2018-08-10,60944.07952
2018-08-17,61917.98015
2018-08-24,62857.35356999999
