date,titanium
YYYY-MM-DD,ppb
2016-10-15,0.0
2016-10-19,0.0
2016-10-27,0.0
2016-11-03,0.0
2016-11-12,0.0
2016-11-23,0.40117
2016-12-19,0.0
2017-03-19,1.58779
2017-04-11,1.17943
2017-04-12,1.06944
2017-05-14,3.6028
2017-05-30,1.15496
2017-06-01,0.7487900000000001
2017-06-15,1.1354499999999998
2017-06-30,0.69587
2017-07-13,0.97273
2017-07-30,0.76681
2017-08-25,0.73712
2017-09-13,2.0557600000000003
2017-09-27,0.7984800000000001
2017-10-14,0.67635
2017-10-23,0.61647
2017-10-29,0.83952
2017-11-03,0.56557
2017-11-16,0.63942
2017-12-19,1.06432
2018-01-05,1.07376
2018-01-25,1.15291
2018-03-03,0.6467499999999999
2018-03-17,0.6842199999999999
2018-05-07,0.42686
2018-05-25,0.41096
2018-06-03,0.42362999999999995
2018-06-15,0.38212999999999997
2018-06-25,0.46908
2018-07-11,0.39167
2018-07-15,0.33097
2018-08-10,0.29347
2018-08-17,0.37642000000000003
2018-08-24,0.50194
