date,phosphorus
YYYY-MM-DD,ppb
2014-12-12,83.97173808510638
2015-02-07,58.445375106382976
2015-03-16,65.18465638297873
2015-04-19,60.18983085106383
2015-05-11,418.68974000000003
2015-05-24,483.90591
2015-06-02,435.74179000000004
2015-06-18,297.33484
2015-07-02,440.3386
2015-07-15,347.88793
2015-08-02,65.23103106382979
2015-08-09,64.96728702127659
2015-10-04,404.69259999999997
2015-10-13,343.59618
2015-10-26,436.95601000000005
2015-11-09,474.9563
2015-11-23,439.33447
2016-01-28,459.46778
2016-02-12,472.64718000000005
2016-02-21,466.81393
2016-03-09,501.4235
2016-03-24,440.25406
2016-03-31,470.64072000000004
2016-04-08,429.04384
2016-04-21,419.77436
2016-05-02,221.9201138038
2016-05-12,192.8186660053
2016-05-27,205.71813488969997
2016-06-04,206.022633984
2016-06-11,188.35183200580002
2016-06-17,177.91866
2016-06-27,168.76236
2016-07-08,195.65649000000002
2016-07-15,211.67722999999998
2016-07-22,189.82601
2016-07-29,204.18364
2016-08-05,211.17699000000002
2016-08-12,204.39504
2016-08-19,220.88379
2016-08-26,219.83224
2016-09-02,251.45626
2016-09-09,364.41102
2016-09-16,454.93947
2016-09-23,124.81807
2016-09-30,441.95312
2016-10-12,400.74314000000004
2016-10-19,394.81731
2016-10-27,385.89678999999995
2016-11-03,429.92545
2016-11-12,398.52632
2016-11-23,328.06179
2016-12-04,297.04777
2017-03-19,262.21494
2017-04-12,254.26658
2017-04-30,237.35664
2017-06-30,163.93712
2017-07-30,253.15664999999998
2017-08-25,201.3693
2017-09-14,230.85117
2017-09-27,252.6499
2017-10-14,256.01999
2017-10-23,270.66991
2017-11-03,272.08714
2017-11-16,284.0452
2018-03-03,438.11016
2018-05-25,508.36098999999996
2018-06-08,491.35559
2018-06-15,524.25576
2018-06-25,542.6934
2018-07-09,619.8516
2018-07-15,613.33505
2018-08-10,660.42895
2018-08-17,643.06512
2018-08-24,714.0871900000001
2018-09-07,763.5799199999999
2018-09-14,780.23798
2018-10-05,998.5945200000001
2018-10-12,1001.17343
2018-10-18,1031.32346
2018-10-25,1068.54906
2018-11-02,1055.35492
2018-11-10,1058.35557
2018-11-17,1018.03017
2019-02-27,614.9333399999999
2019-03-30,640.0649799999999
2019-04-18,615.67993
2019-05-08,535.47293
2019-06-05,367.42632000000003
2019-06-11,287.77206
2019-06-21,299.27979
2019-06-27,212.41717
2019-07-05,346.28753000000006
2019-07-14,395.21751
2019-07-19,420.53416
2019-07-26,449.6154
2019-08-02,454.28076
2019-08-09,370.57173
2019-08-16,371.32077000000004
2019-08-23,767.73541
2019-08-30,540.01393
2019-09-06,529.69841
2019-09-13,391.27644
2019-09-20,396.44635
2019-09-27,414.05498
2019-10-04,422.39669999999995
2019-10-11,429.96433
2019-10-19,430.86343
2019-10-25,390.5443849999999
2019-11-03,394.336012
2019-11-08,413.887453
2019-11-15,400.331995
2019-11-22,417.153975
2019-12-04,424.623381
2019-12-12,427.307531
2019-12-20,432.80133399999994
2020-01-08,445.02219999999994
2020-01-21,425.662769
2020-01-28,448.2427949999999
2020-02-11,1185.6546799999999
2020-02-20,1027.22226
2020-03-11,961.86553
2020-03-17,978.25507
2020-04-03,1015.11671
2020-04-09,1006.4790499999999
2020-04-14,969.48193
2020-04-24,960.43739
2020-05-22,591.2322
2020-05-29,636.77972
2020-06-05,570.9066399999999
2020-06-12,709.18502
2020-06-19,717.1398899999999
2020-06-26,721.89895
2020-07-02,748.75518
2020-07-10,788.39498
2020-07-17,829.5325300000001
2020-07-23,806.48162
2020-07-30,836.06048
2020-08-07,870.53589
2020-08-14,854.4882
2020-08-20,963.36136
2020-08-27,944.99945
2020-09-03,985.7360900000001
2020-09-11,988.25237
2020-09-18,989.2724800000001
2020-09-24,1202.2336799999998
2020-10-01,1132.7155
2020-10-08,1070.47936
2020-10-16,1124.9608600000001
2020-10-23,1101.56259
2020-10-27,1205.36314
2020-11-06,1085.44266
2020-11-13,1119.9956
2020-12-04,1091.496
2021-01-15,1112.24137
2021-01-28,921.27885
2021-02-11,933.94398
2021-03-03,976.41711
2021-03-19,945.03471
2021-03-25,1031.674
2021-04-07,1041.769
2021-05-17,785.8082
2021-05-28,646.3022
2021-06-04,729.6959
2021-06-11,774.24813
2021-06-18,788.49027
2021-06-24,784.42098
2021-07-02,822.9516
2021-07-09,794.08537
2021-07-15,810.99807
2021-07-30,878.6890800000001
2021-08-06,869.7479800000001
2021-08-13,6.7277661
2021-08-19,6.6563594
2021-08-27,8.5004047
2021-09-03,12.7033555
2021-10-01,15.610529900000001
2021-10-07,16.9263216
2021-10-15,8.4388991
2021-10-22,2.8594041
2021-10-27,6.8888395000000004
2021-11-03,19.7559563
2021-11-11,16.9451577
