date,iron
YYYY-MM-DD,ppb
2015-06-17,13.284211917529808
2015-06-18,12.959631394635657
2015-06-19,12.24126598436416
2015-06-20,15.604280758628144
2015-06-21,11.3843109800979
2015-06-22,35.633441565175
2015-06-23,13.948638697129583
2015-06-24,13.006065974577389
2015-06-25,14.053008806813054
2015-06-26,14.083656625630002
2015-06-27,19.63935407144379
2015-06-28,13.28453239496607
2015-06-29,14.238060429772911
2015-06-30,18.753810047721565
2015-07-01,21.743144529544224
2015-07-02,155.20610227708195
2015-07-03,37.472181224824894
2015-07-04,21.72022241797436
2015-07-05,18.380927350593307
2015-07-06,19.89570925762577
2015-07-07,22.34247781935213
2015-07-08,25.54582360266088
2015-07-09,23.62213792107062
2016-05-28,35.56568
2016-05-29,24.34754
2016-05-30,16.40215
2016-05-31,17.37192
2016-06-01,17.5599
2016-06-02,17.42411
2016-06-03,17.000249999999998
2016-06-04,19.244049999999998
2016-06-05,19.67785
2016-06-06,22.126610000000003
2016-06-07,34.95495
2016-06-08,16.41297
2016-06-09,18.59826
2016-06-10,16.89321
2016-06-11,17.08841
2016-06-12,20.77869
2016-06-13,19.59992
2016-06-14,33.91638
2016-06-15,16.52813
2016-06-16,17.41746
2016-06-17,21.70038
2016-06-18,17.58663
2016-06-19,25.206400000000002
2016-06-20,17.1766
2016-06-22,30.08155
2016-06-23,20.193379999999998
2016-06-24,171.34381000000002
2016-06-25,14.40426
2016-06-26,16.150109999999998
2016-06-27,15.395199999999999
2016-06-28,15.983799999999999
2016-06-29,18.804289999999998
2016-06-30,16.94266
2016-07-01,26.83795
2016-07-02,19.98255
2016-07-03,19.684330000000003
2016-07-04,21.65343
2016-07-05,19.368570000000002
2016-07-06,22.45469
2016-07-07,21.126399999999997
2016-07-08,26.44219
2016-07-09,24.34804
2016-07-10,20.57843
2016-07-11,25.18523
2016-07-12,28.423650000000002
2016-07-13,26.31447
2016-07-14,26.75824
2016-07-15,19.59777
2016-07-16,18.85237
2016-07-17,17.56084
2016-07-18,17.46969
2016-07-19,20.85324
2016-07-20,17.14045
2016-07-21,21.38938
2016-07-22,20.050309999999996
2016-07-23,22.52186
2016-07-24,21.09531
2016-07-25,23.224559999999997
2016-07-26,22.93198
2016-07-27,17.844359999999998
2016-07-28,20.24428
2016-07-29,21.73766
2016-07-30,21.76844
2016-07-31,22.537349999999996
2016-08-01,25.51297
2016-08-02,47.62414
2016-08-03,27.10388
2016-08-04,30.56727
2016-08-05,24.74205
2016-08-06,28.50935
2016-08-07,16.35686
2016-08-08,17.17719
2016-08-09,22.853789999999996
2016-08-10,22.45123
2016-08-11,23.1811
2016-08-12,22.604229999999998
2016-08-13,25.6772
2016-08-14,20.601020000000002
2016-08-15,32.15966
2016-08-16,34.672
2016-08-17,24.71961
2016-08-18,37.70867
2016-08-19,31.43833
2016-08-20,24.54949
2016-08-21,31.35137
2016-08-22,27.16374
2016-08-23,29.454829999999998
2016-08-24,30.79408
2016-08-25,19.877229999999997
2016-08-26,25.4355
2016-08-27,39.95389
2016-08-28,32.39066
2016-08-29,38.09587
2016-08-30,38.23625
2016-08-31,30.05368
2016-09-01,22.98923
2016-09-02,31.917830000000002
2016-09-03,51.74139
2016-09-04,35.74921
2016-09-05,36.33648
2016-09-06,76.85131
2016-09-07,27.61218
2016-09-08,82.67004999999999
2016-09-09,126.63987
2016-09-10,37.542010000000005
2016-09-11,38.26802
2016-09-12,39.70743
2016-09-13,46.362030000000004
2016-09-14,34.21165
2016-09-15,36.987030000000004
2016-09-16,40.94732
2016-09-23,26.785719999999998
2016-09-24,26.56763
2016-09-25,23.28039
2016-09-26,17.585839999999997
2016-09-27,24.873340000000002
2017-06-22,26.276609999999998
2017-06-23,31.229619999999997
2017-06-24,12.29076
2017-06-25,9.541220000000001
2017-06-26,12.70713
2017-06-27,12.63954
2017-06-28,13.473059999999998
2017-06-29,17.06635
2017-06-30,14.378329999999998
2017-07-01,23.47981
2017-07-02,15.938730000000001
2017-07-03,18.86004
2017-07-04,16.17828
2017-07-05,16.00336
2017-07-06,20.11137
2017-07-07,16.910449999999997
2017-07-08,20.710929999999998
2017-07-09,20.856720000000003
2017-07-10,18.645670000000003
2017-07-11,20.3052
2017-07-12,26.645120000000002
2017-07-13,23.145950000000003
2017-07-14,22.55704
2017-12-19,36.80204
2018-01-06,35.1175
2018-01-26,31.928869999999996
2018-03-04,25.15736
2018-03-07,55.710879999999996
2018-03-25,31.6569
2018-06-08,25.39868
2018-06-15,25.4097
2018-06-25,28.951220000000003
2018-07-11,25.76675
2018-07-15,25.399449999999998
2018-08-10,27.67483
2018-08-17,25.45893
2018-08-24,36.975449999999995
2021-01-28,14.531599999999997
2021-02-05,14.944609999999997
2021-02-11,43.89850999999999
2021-02-17,14.668880000000001
2021-02-25,25.987539999999996
2021-03-03,20.28460000000001
2021-03-10,30.659019999999998
2021-03-19,25.237759999999994
2021-03-25,22.47192
2021-03-30,32.07979
2021-04-07,31.27179
2021-04-14,40.44769
2021-05-17,62.57158
2021-05-28,19.53962
2021-06-04,39.47792
2021-06-11,19.90621
2021-06-18,26.5419
2021-06-24,34.4743
2021-07-02,24.721809999999998
2021-07-09,33.901759999999996
2021-07-15,26.22072
2021-07-23,6.67399
2021-07-30,21.64208
2021-07-31,9.56791
2021-08-06,18.81681
