date,manganese
YYYY-MM-DD,ppb
2020-05-22,9.907350000000001
2020-05-29,67.1566
2020-06-05,17.14691
2020-06-12,9.20778
2020-06-19,4.02952
2020-06-26,5.39344
2020-07-02,5.14212
2020-07-10,7.89747
2020-07-17,8.44322
2020-07-23,10.82085
2020-07-30,5.50265
2020-08-07,3.8416699999999997
2020-08-14,5.5716
2020-08-20,3.5285300000000004
2020-08-27,5.80395
2020-09-03,8.405249999999999
2020-09-11,8.84957
2020-09-18,6.09095
2020-09-24,8.78591
2020-10-01,8.30831
2020-10-08,8.73695
2020-10-16,11.998660000000001
2020-10-23,7.88239
2020-10-27,10.41469
2020-11-06,13.28431
2020-11-20,9.43717
2021-05-19,79.67615
2021-05-28,13.14963
2021-06-04,15.15658
2021-06-11,75.79156
2021-06-24,19.84162
2021-07-09,18.285890000000002
2021-07-15,17.95273
2021-07-23,12.573559999999999
2021-07-30,73.30798
2021-08-06,19.774910000000002
2021-08-13,97.29003660000001
2021-08-27,60.9253323
2021-09-03,30.0273674
2021-10-01,47.2172802
2021-10-07,58.809825800000006
2021-10-22,45.914637
2021-11-03,74.5770753
2021-11-11,20.931477100000002
