date,sodium
YYYY-MM-DD,ppb
2016-10-16,190990.55544999999
2016-10-19,183051.78428
2016-10-27,188792.11461
2016-11-03,178241.55414000002
2016-11-12,183622.96422999998
2016-11-23,180366.62993999998
2017-08-04,196967.6284
2017-08-25,179911.99169
2017-09-27,178100.44977
2017-10-05,177629.25258
2017-10-12,177114.46623
2017-10-24,175773.58983999997
2017-11-03,177492.35686
2017-11-15,176585.33046
2018-05-25,179679.51975
2018-06-09,87826.15685
2018-06-15,190160.80894999998
2018-06-25,192065.90735999998
2018-07-16,194910.39041
2018-08-10,187454.17818000002
2018-08-17,191057.5693
2018-08-24,188059.02201000002
2019-06-23,171528.74115
2019-06-27,167888.17002
2019-07-05,177005.48036
2019-07-14,184527.51561
2019-07-19,191313.48172
2019-07-26,184072.53801
2019-08-02,183931.34109
2019-08-09,193242.35945
2019-08-16,194822.31176
2019-08-23,191165.67169999998
2019-08-30,190544.88270999998
2019-09-06,190707.84470999998
2019-09-13,192242.52795000002
2019-09-20,191562.31616000002
2019-09-27,198715.53673
2019-10-04,196697.55103
2019-10-11,200884.49506000002
2019-10-19,197336.36919
2020-03-01,183657.84086
2020-04-01,197974.53406
2020-04-28,146453.13092
2020-05-22,104282.34039999999
2020-05-29,154252.29461
2020-06-05,168931.41293
2020-06-12,155508.14031
2020-06-19,185019.95867000002
2020-06-26,179591.77510000003
2020-07-02,180495.53757000001
2020-07-10,201214.54946999997
2020-07-17,190401.69988000003
2020-07-23,187621.55763999998
2020-07-30,185424.59509000002
2020-08-07,188429.26865
2020-08-14,188433.82203
2020-08-20,189857.24065
2020-08-27,190496.54085999998
2020-09-03,182180.29007000002
2020-09-11,191854.87547
2020-09-18,191823.62727
2020-09-24,197025.1693
2020-10-01,192802.85804
2020-10-08,187123.82092
2020-10-16,186123.75987
2020-10-23,192599.39912000002
2020-11-06,185843.99218
2021-01-21,189065.23925
2021-02-17,192395.97189
2021-03-10,190662.65315
2021-04-14,180927.0126
2021-05-19,58555.85265
2021-05-28,116908.8148
2021-06-04,143853.8696
2021-06-11,180325.3861
2021-06-18,184867.37591
2021-06-24,190789.69979
2021-07-02,188287.72446
2021-07-09,189517.71252
2021-07-15,190321.14122
2021-07-23,194564.65681000001
2021-07-30,192688.30229
2021-08-06,190817.88960000002
2021-08-13,180701.42778929998
2021-08-19,184500.454517
2021-08-27,182729.0647899
2021-09-03,182865.6069218
2021-10-01,179091.1425064
2021-10-07,170203.42278929998
2021-10-22,188761.308253
2021-11-03,180887.0267259
2021-11-11,183106.827422
2021-12-20,179389.4719931
