date,selenium
YYYY-MM-DD,ppb
2019-10-07,0.059719999999999995
2020-05-26,1.09392
2020-10-09,1.3945699999999999
2021-05-25,1.20544
2021-07-28,0.0
2021-10-05,0.52313
