date,germanium
YYYY-MM-DD,ppb
2019-10-07,0.0057799999999999995
2020-05-26,0.0
2020-10-09,0.0
2020-10-13,0.03025
2020-10-21,0.025939999999999998
2020-10-28,0.00323
2020-11-04,0.0269
2020-11-11,0.03173
2020-11-17,0.0
2020-11-25,0.015120000000000001
2020-12-03,0.0
2020-12-09,0.0
2020-12-16,0.0
2020-12-26,0.00375
2020-12-31,0.0
2021-01-07,0.0
2021-01-14,0.0
2021-01-21,0.0
2021-01-28,0.0
2021-02-07,0.0
2021-02-11,0.0
2021-02-19,0.00102
2021-02-27,0.0
2021-03-05,0.0
2021-03-12,0.0
2021-03-19,0.0
2021-03-26,0.0
2021-04-03,0.00794
2021-04-09,0.02902
2021-04-16,0.0
2021-04-23,0.02267
2021-04-30,0.02996
2021-05-19,0.021840000000000002
2021-05-25,0.0
2021-05-26,0.03822
2021-06-02,0.00030000000000000003
2021-06-09,0.0138415
2021-06-16,0.0114778
2021-06-23,0.0079519
2021-06-30,0.0084335
2021-07-07,0.015322
2021-07-14,0.0058486
2021-07-21,0.0053104
2021-07-28,0.026480000000000004
2021-08-04,0.0035522
2021-08-11,0.0036622
2021-08-18,0.0082549
2021-09-01,0.0004473
2021-09-08,0.0045832
2021-09-15,0.0028761
2021-09-22,0.0029040000000000003
2021-09-29,0.0021422
2021-10-05,0.0
2021-10-06,0.0005463999999999999
2021-10-13,0.005355400000000001
2021-10-20,0.0023493999999999998
2021-10-27,0.0054244
2021-11-03,0.011642099999999999
2021-11-10,0.007265000000000001
2021-11-17,0.0071172
2021-11-24,0.0070915
2021-12-01,0.0047563
2021-12-08,0.0065828
2021-12-16,0.0151174
2021-12-23,0.0098625
