date,germanium
YYYY-MM-DD,ppb
2016-10-15,0.0
2016-10-19,0.0
2016-10-27,0.00241
2016-11-03,0.0
2016-11-12,0.00179
2016-11-23,0.0
2016-12-19,0.0
2017-03-19,0.05697
2017-04-11,0.0
2017-04-12,0.02623
2017-05-14,0.008620000000000001
2017-05-30,0.01307
2017-06-01,0.01072
2017-06-15,0.00358
2017-06-30,0.00272
2017-07-13,0.00109
2017-07-30,0.00232
2017-08-25,0.0
2017-09-13,0.0
2017-09-27,0.00212
2017-10-14,0.12687
2017-10-23,0.0
2017-10-29,3.9999999999999996e-05
2017-11-03,0.0
2017-11-16,0.0
2017-12-19,0.00973
2018-01-05,0.006220000000000001
2018-01-25,0.0048000000000000004
2018-03-03,0.00239
2018-03-17,0.00178
2018-05-07,0.0
2018-05-25,0.00233
2018-06-03,0.0
2018-06-15,6e-05
2018-06-25,0.0
2018-07-11,0.0
2018-07-15,0.0
2018-08-10,0.0
2018-08-17,0.0
2018-08-24,0.0
