date,lead
YYYY-MM-DD,ppb
2020-05-21,0.025660000000000002
2020-05-27,0.014079999999999999
2020-06-03,0.0
2020-06-09,0.0
2020-06-17,1.3544900000000002
2020-06-25,0.0
2020-06-30,0.0
2020-07-07,0.0
2020-07-14,0.11456
2020-07-22,0.06304
2020-07-27,0.046299999999999994
2020-08-02,0.028050000000000002
2020-08-10,0.0035399999999999997
2020-08-18,0.018109999999999998
2020-08-24,0.011590000000000001
2020-08-31,0.0159
2020-09-15,0.01665
2020-09-22,0.51108
2020-09-28,0.01774
2020-10-08,0.03732
2020-10-14,0.020470000000000002
2020-10-22,0.37641
2020-11-11,0.0116
2020-12-08,0.028249999999999997
2020-12-29,0.03631
2021-01-29,0.78557
2021-02-09,0.7365900000000001
2021-03-10,0.7965800000000001
2021-04-16,0.18721000000000002
2021-04-29,0.13063
2021-05-12,0.16408
2021-05-20,0.13462
2021-05-26,0.12158000000000001
2021-06-01,0.10435
2021-06-08,0.13418
2021-06-14,0.11745
2021-06-21,0.0139
2021-06-29,0.16446
2021-07-08,0.007010000000000001
2021-07-21,0.08455000000000001
2021-08-05,0.023530000000000002
2021-08-11,0.0
2021-08-18,0.0
2021-08-26,0.0
2021-08-30,0.0
2021-09-12,0.0
2021-10-06,0.02341
2021-10-13,0.0604938
2021-11-05,0.24338479999999998
2021-11-12,0.1187126
2021-12-16,0.17397010000000002
