date,cobalt
YYYY-MM-DD,ppb
2019-04-27,0.9089800000000001
2019-05-11,1.1870699999999998
2019-05-19,1.44269
2019-05-24,1.3516
2019-06-03,1.19675
2019-06-18,1.18317
2019-07-01,1.03293
2019-07-09,1.03436
2019-07-16,0.93814
2019-08-13,1.0897999999999999
2019-09-05,1.21629
2019-10-02,1.2178
2020-05-13,1.03836
2020-05-28,1.14964
2020-06-10,0.9453
2020-06-24,0.9179900000000001
2020-07-08,0.9635499999999999
2020-08-03,0.79928
2020-08-26,0.8887299999999999
2020-09-29,0.86862
2020-11-03,0.88717
2021-05-10,0.70825
2021-05-24,0.8639399999999999
2021-06-17,0.7098704
2021-06-30,0.7924429
2021-07-22,0.6255942000000001
2021-08-20,0.5682213
2021-09-30,0.473803
