date,silver
YYYY-MM-DD,ppb
2020-05-21,1.4744099999999998
2020-05-27,1.50168
2020-06-03,1.4832999999999998
2020-06-09,1.4560400000000002
2020-06-17,1.4715900000000002
2020-06-25,1.4537200000000001
2020-06-30,1.47313
2020-07-07,1.46952
2020-07-14,3.9662100000000002
2020-07-22,3.94295
2020-07-27,3.9303700000000004
2020-08-02,3.9303500000000002
2020-08-10,0.38676
2020-08-18,0.39346
2020-08-24,0.3938
2020-08-31,0.40619000000000005
2020-09-15,0.38647
2020-09-22,0.38292
2020-09-28,0.39864
2020-10-08,0.38945
2020-10-14,0.38859
2020-10-22,0.42424000000000006
2020-11-11,0.39549
2020-12-08,0.42402
2020-12-29,0.39924000000000004
2021-01-29,0.69529
2021-02-09,0.6971499999999999
2021-03-10,0.7030599999999999
2021-04-16,1.16971
2021-04-29,1.1672
2021-05-12,1.15032
2021-05-20,1.17538
2021-05-26,1.18268
2021-06-01,1.1726699999999999
2021-06-08,0.0
2021-06-14,0.0
2021-06-21,0.0
2021-06-29,0.0
2021-07-08,0.0
2021-07-21,0.0
2021-08-05,0.19098
2021-08-11,0.16476999999999997
2021-08-18,0.14145
2021-08-26,0.15134999999999998
2021-08-30,0.15456
2021-09-12,0.16491
2021-10-06,0.0
2021-10-13,0.0329548
2021-11-05,0.0483287
2021-11-12,0.0361209
2021-12-16,0.0413949
