date,silver
YYYY-MM-DD,ppb
2016-02-23,0.16282000000000002
2016-02-29,0.0
2016-06-29,0.14514000000000002
2016-08-03,0.03007
2016-08-10,0.03564
2016-08-17,0.03294
2016-08-23,0.33150999999999997
2016-08-23,0.19182000000000002
2016-08-23,0.01277
2016-08-24,0.02275
2016-08-31,0.0528
2016-09-07,0.0
2016-09-14,0.0
2016-09-21,0.0
2016-09-28,0.0
2016-10-11,0.0498
2016-10-19,0.0
2016-10-26,0.0
2016-11-02,0.11235
2016-11-09,0.0
2016-11-16,0.0
2016-11-22,0.0
2016-11-29,0.0
2016-12-06,0.0
2016-12-13,0.0
2016-12-20,0.0
2016-12-27,0.0
2017-01-03,0.0
2017-01-10,0.0
2017-01-17,0.09820000000000001
2017-01-24,0.0322
2017-01-31,0.02323
2017-02-07,0.0
2017-02-14,0.0
2017-02-21,0.0
2017-02-28,0.0
2017-03-07,0.0
2017-03-14,0.0
2017-03-21,0.0
2017-03-28,0.0
2017-04-04,0.0
2017-04-11,0.0
2017-04-18,0.0
2017-04-25,0.0
2017-05-02,0.0
2017-05-09,0.0
2017-05-16,0.0
2017-05-23,0.0
2017-05-30,0.0
2017-06-14,0.0
2017-06-20,0.0
2017-06-29,0.0
2017-07-05,0.0
2017-07-12,0.0
2017-07-18,0.0
2017-07-25,0.0
2017-08-03,0.0
2017-08-09,0.0
2017-08-16,0.0
2017-08-23,0.0
2017-08-29,0.0
2017-09-03,0.0
2017-09-13,0.0
2017-09-20,0.0
2017-09-27,0.04963000000000001
2017-10-05,0.01134
2017-10-10,0.0
2017-10-17,0.0
2017-10-24,0.0
2017-10-31,0.0
2017-11-07,0.0
2017-11-14,0.0
2017-11-21,0.0
2017-11-28,0.0
2017-12-03,0.0
2017-12-12,0.0
2017-12-19,0.0
2017-12-26,0.0
2018-01-02,0.0
2018-01-09,0.0
2018-01-16,0.0
2018-01-23,0.82629
2018-01-30,0.2528
2018-02-06,0.14368999999999998
2018-02-13,0.10045
2018-02-20,0.061939999999999995
2018-02-27,0.03065
2018-03-06,0.031039999999999998
2018-03-13,0.02941
2018-07-16,0.0
2018-07-23,0.0
2018-09-04,0.0
2018-09-10,0.0
2018-09-17,0.0
2018-09-24,0.0
2018-10-01,0.0
2018-10-29,0.0
2019-05-07,1.7128999999999999
