date,lead
YYYY-MM-DD,ppb
2015-10-21,0.03689
2015-11-01,0.10862999999999999
2015-11-09,0.08565
2015-11-17,0.01707
2015-11-23,0.08442
2015-12-03,0.01827
2015-12-14,0.07269
2015-12-22,0.056
2015-12-28,0.6884800000000001
2016-01-04,0.0867
2016-01-12,0.15314
2016-02-02,0.15031
2016-02-15,0.10656
2016-02-23,0.18595
2016-02-29,0.0
2016-03-08,0.01694
2016-03-15,0.24033
2016-03-21,0.02907
2016-03-29,0.11386
2016-04-05,0.7626900000000001
2016-04-12,0.062
2016-04-19,0.0364
2016-04-25,0.049690000000000005
2016-05-03,0.039779999999999996
2016-05-11,0.26504
2016-05-17,0.13445000000000001
2016-05-27,0.02505
2016-06-01,0.04346
2016-06-09,0.04543
2016-06-16,0.0873
2016-06-22,0.06609000000000001
2016-06-29,0.02731
2016-07-08,0.00844
2016-07-15,0.016130000000000002
2016-07-22,0.00958
2016-07-29,0.01027
2016-08-05,0.01133
2016-08-12,0.22405000000000003
2016-08-19,0.09287999999999999
2016-08-26,0.44931
2016-09-02,0.28209
2016-09-09,0.1478
2016-09-16,0.05852
2016-09-23,0.16221
2016-10-01,0.15381
2016-10-12,0.16853
2016-10-19,0.05718
2016-10-21,0.12838
2016-10-27,0.16674999999999998
2016-11-03,0.212
2016-11-12,0.22221000000000002
2016-11-22,0.47236
2016-11-29,0.97402
2016-12-06,0.02755
2016-12-13,0.07642
2016-12-27,0.03678
2017-01-03,0.041580000000000006
2017-01-17,0.706
2017-01-24,0.04728
2017-01-31,0.06443
2017-02-07,0.20171999999999998
2017-02-15,0.09493
2017-02-21,0.05242
2017-02-28,0.05974
2017-03-09,0.08232
2017-03-14,0.09212
2017-03-21,0.061399999999999996
2017-03-28,0.29662
2017-04-04,0.06709999999999999
2017-04-11,0.05454
2017-04-18,0.132
2017-04-25,0.23501
2017-05-02,0.05055
2017-05-09,0.03744
2017-05-16,0.12276999999999999
2017-05-23,0.09011999999999999
2017-05-30,0.21503999999999998
2017-06-01,0.15019
2017-06-16,0.2902
2017-06-30,0.20328
2017-07-30,0.07575
2017-08-25,0.07354000000000001
2017-09-14,0.07429
2017-09-27,0.15942
2017-10-10,0.11764
2017-10-14,0.06721
2017-10-17,0.011349999999999999
2017-10-23,0.04211
2017-10-24,0.03321
2017-10-31,0.0225
2017-11-03,0.04832
2017-11-07,0.00985
2017-11-14,0.02836
2017-11-15,0.11168
2017-11-21,0.03179
2017-11-24,0.02836
2017-11-28,0.015969999999999998
2017-12-05,0.014879999999999999
2017-12-12,0.06876
2017-12-19,0.30703
2017-12-26,0.07675
2018-01-02,0.013699999999999999
2018-01-09,0.023110000000000002
2018-01-16,0.05196
2018-01-23,0.0419
2018-01-30,0.13107000000000002
2018-02-06,0.03008
2018-02-13,0.07548
2018-02-20,0.38837999999999995
2018-02-27,0.1479
2018-03-06,0.03245
2018-03-13,0.0283
2018-03-20,0.02876
2018-03-27,0.03596
2018-04-03,0.01288
2018-04-10,0.16920000000000002
2018-04-17,0.01521
2018-04-24,0.01372
2018-05-01,0.05155
2018-05-25,0.29871000000000003
2018-06-09,0.14483
2018-06-15,0.2062
2018-06-25,0.26777
2018-07-11,0.06534
2018-07-16,0.06757
2018-08-10,0.14936
2018-08-17,0.23813
2018-08-24,0.21739000000000003
2018-09-07,0.24366
2018-09-14,0.22912
2018-09-21,0.48311
2018-09-28,2.03755
2018-10-05,0.3622
2018-10-12,0.18489
2018-10-19,0.13623
2018-10-25,0.32187
2018-11-02,0.20444
2019-05-07,0.02898
2019-06-23,3.01759
2019-06-27,2.58915
2019-07-05,1.83114
2019-07-14,4.62915
2019-07-19,0.14481
2019-07-26,0.20364
2019-08-02,0.07503
2019-08-09,0.31615
2019-08-16,0.87497
2019-08-23,1.5236399999999999
2019-08-30,0.67311
2019-09-06,1.1113199999999999
2019-09-13,0.09443
2019-09-20,1.3370099999999998
2019-09-27,0.98275
2019-10-04,1.24312
2019-10-11,0.6350500000000001
2019-10-19,0.37068999999999996
2020-05-22,1.14415
2020-05-29,3.28477
2020-06-05,1.1011600000000001
2020-06-12,0.9512900000000001
2020-06-19,1.3822699999999999
2020-06-26,2.4291099999999997
2020-07-02,0.8636699999999999
2020-07-10,1.8376000000000001
2020-07-17,0.79517
2020-07-23,0.91753
2020-07-30,1.3395299999999999
2020-08-07,0.9009699999999999
2020-08-14,1.05094
2020-08-20,1.08934
2020-08-27,0.83511
2020-09-03,1.08985
2020-09-11,0.75067
2020-09-18,1.29501
2020-09-24,1.13411
2020-10-01,0.8849400000000001
2020-10-08,0.7806299999999999
2020-10-16,1.23679
2020-10-23,1.39533
2020-11-06,0.9395399999999999
2021-05-19,0.21225
2021-05-28,0.13985
2021-06-04,0.9849
2021-06-11,0.49835999999999997
2021-06-18,0.82245
2021-06-24,1.94128
2021-07-02,0.54908
2021-07-09,0.8083600000000001
2021-07-15,0.54988
2021-07-23,0.29336999999999996
2021-07-30,1.2545600000000001
2021-08-06,0.03824
2021-08-13,0.16725980000000001
2021-08-19,0.16028150000000002
2021-08-27,0.2427398
2021-09-03,0.308937
2021-10-01,0.5816659
2021-10-07,0.3091433
2021-10-22,0.2636277
2022-10-15,0.805679
