date,iron
YYYY-MM-DD,ppb
2017-02-08,20.417230000000004
2017-02-28,9.77506
2017-03-01,123.11791
2017-03-24,36.08222
2017-03-26,13.44836
2018-02-28,11.592020000000002
2018-03-02,19.86024
2018-03-05,6.7101299999999995
2018-03-15,21.15345
2018-03-16,2.96565
2018-03-19,11.81424
2018-03-23,12.97889
2018-03-24,5.6128100000000005
2018-04-06,30.438679999999998
2018-04-07,5.54655
2018-04-08,8.94209
2018-04-09,7.68288
2018-04-21,7.23032
2018-05-03,13.92373
2018-06-17,6.48053
2018-06-18,20.52682
2018-07-08,17.92361
2018-07-09,10.58889
2018-07-11,639.6248
2019-06-19,27.579349999999998
2019-07-01,37.63509
2019-07-26,38.40435
2019-07-27,94.56222
2019-07-28,24.94504
2019-07-31,25.743779999999997
2019-08-05,21.815129999999996
2020-02-05,3.317789
