date,magnesium
YYYY-MM-DD,ppb
2014-12-07,7524.828189999999
2015-02-07,9107.58372
2015-02-19,10260.39462
2015-03-16,7176.54987
2015-04-19,6319.277970000001
2015-05-02,5127.976250000001
2015-05-11,5138.94037
2015-05-24,5281.545
2015-06-02,3948.30438
2015-06-18,3534.0873199999996
2015-07-02,4127.51836
2015-07-15,4620.06698
2015-08-02,5845.95195
2015-08-09,6085.37633
2015-10-04,6484.03162
2015-10-13,6758.57921
2015-11-09,6963.62474
2015-11-23,6562.99855
2015-12-09,6690.23267
2015-12-30,6947.2509
2016-01-08,6944.846240000001
2016-01-18,6973.63023
2016-01-28,7097.90215
2016-02-12,7005.83805
2016-02-21,7019.162969999999
2016-03-09,6652.90819
2016-03-24,7135.365739999999
2016-03-31,6972.45669
2016-04-08,6532.086440000001
2016-04-21,5959.69167
2016-05-02,6320.7778642848
2016-05-12,5173.7678386703
2016-05-20,5390.9579949964
2016-05-27,4616.4816645816
2016-06-04,3369.6002534255995
2016-06-11,3377.18844854
2016-06-17,3656.4187199999997
2016-06-27,4259.75329
2016-07-08,4781.31503
2016-07-15,5112.13651
2016-07-22,5418.019480000001
2016-07-29,5664.21581
2016-08-05,5287.644259999999
2016-08-12,5631.21592
2016-08-19,6321.55044
2016-08-26,5887.0942000000005
2016-09-02,5773.23304
2016-09-09,6118.50297
2016-09-16,6225.18814
2016-09-23,2599.89687
2016-09-30,6350.40927
2016-10-12,6462.01054
2016-10-19,6774.75209
2016-10-27,6655.509899999999
2016-11-03,6645.73536
2016-11-12,6895.6111
2016-11-23,6088.90099
2016-12-04,7381.94188
2017-02-01,7019.55798
2017-03-19,6781.09904
2017-04-12,6474.9684799999995
2017-04-30,6158.020689999999
2017-05-11,5197.361069999999
2017-05-14,4219.83904
2017-05-30,4223.80738
2017-06-15,4161.755999999999
2017-06-30,3889.57785
2017-07-13,3860.1085199999998
2017-07-30,4356.19644
2017-08-25,6074.5468
2017-09-14,6326.77514
2017-09-27,6670.2583700000005
2017-10-14,6499.408160000001
2017-10-23,6714.18347
2017-11-03,6800.653469999999
2017-11-16,7092.098959999999
2018-03-04,6334.262250000001
2018-03-17,7002.252469999999
2019-03-21,7343.50558
2019-03-30,7302.84772
2019-04-18,6497.7650300000005
2019-05-02,6084.26297
2019-05-08,5637.59599
2019-05-31,5221.04047
2019-06-05,4411.26728
2019-06-11,4074.64311
2019-06-21,3960.0267000000003
2019-06-27,3848.29062
2019-07-05,3753.23764
2019-07-14,3865.6075299999998
2019-07-19,3946.02985
2019-07-26,4036.28191
2019-08-02,4285.37066
2019-08-09,4155.96087
2019-08-16,4539.89726
2019-08-23,4883.51326
2019-08-30,5220.74732
2019-09-06,5190.635549999999
2019-09-13,5483.78909
2019-09-20,5758.21313
2019-09-27,5944.87989
2019-10-04,6153.558080000001
2019-10-11,6358.28388
2019-10-19,6225.8519
2020-02-11,6847.26002
2020-02-20,7194.13274
2020-03-01,7049.17825
2020-03-11,7013.61902
2020-03-17,7013.55768
2020-04-03,7070.11979
2020-04-09,10674.4706
2020-04-14,10612.48412
2020-04-24,10913.45558
2020-04-28,11244.85473
2020-05-14,10991.061580000001
2020-05-22,10832.845720000001
2020-05-29,11329.9733
2020-06-05,10682.55098
2020-06-12,6886.95988
2020-06-19,6222.71397
2020-06-26,6382.1924500000005
2020-07-02,7086.421769999999
2020-07-10,6870.1334799999995
2020-07-17,6752.76556
2020-07-23,7144.46745
2020-07-30,7506.312239999999
2020-08-07,8239.295180000001
2020-08-14,8193.004640000001
2020-08-20,8109.226119999999
2020-08-27,8968.45981
2020-09-03,9277.05797
2020-09-11,10312.66849
2020-09-18,9458.55765
2020-09-24,9364.27861
2020-10-01,9605.695600000001
2020-10-08,9786.32486
2020-10-16,10175.902119999999
2020-10-23,10337.0482
2020-10-27,10087.56438
2020-11-06,10445.02329
2020-11-13,10374.27776
2020-11-20,11405.302380000001
2020-12-04,10367.05481
2020-12-31,11226.7527
2021-01-08,10538.09311
2021-01-15,10634.72738
2021-01-21,10998.75012
2021-01-28,7329.36749
2021-02-05,7178.50919
2021-02-11,7385.04025
2021-02-17,7444.440610000001
2021-02-25,7440.34584
2021-03-03,7666.615000000001
2021-03-10,7315.5621599999995
2021-03-19,7440.2659300000005
2021-08-13,5696.3982795
2021-08-19,5936.8314894000005
2021-08-27,5942.8226682
2021-09-03,5989.6711417
2021-10-01,6237.8140369
2021-10-07,6315.0227595
2021-10-22,6247.6586022
2021-10-27,6313.169409800001
2021-11-03,6384.4088604
2021-11-11,6162.202580900001
2021-12-20,6363.8293127
2022-10-15,6307.6073412999995
