date,cadmium
YYYY-MM-DD,ppb
2014-12-12,0.12064
2015-01-24,0.06792000000000001
2015-02-07,0.07150000000000001
2015-02-19,0.09705
2015-03-16,0.06524
2015-04-19,0.09939
2015-05-11,0.07585
2015-05-24,0.05977
2015-06-02,0.09092
2015-06-18,0.07388
2015-07-02,0.047270000000000006
2015-07-15,0.0661
2015-08-02,0.08297
2015-08-09,0.07532
2015-10-04,0.058230000000000004
2015-10-13,0.02274
2015-10-26,0.0464
2015-11-09,0.09122999999999999
2015-12-09,0.01065
2016-01-08,0.00452
2016-01-28,0.011640000000000001
2016-02-12,0.03616
2016-02-21,0.0067599999999999995
2016-03-09,0.0215
2016-03-24,0.031689999999999996
2016-03-31,0.00904
2016-04-08,0.06802
2016-04-21,0.07206
2016-05-02,0.048719556
2016-05-20,0.09519737919999999
2016-05-27,0.10563419069999999
2016-06-04,0.05199348
2016-06-11,0.0618997557
2016-06-17,0.09846
2016-06-27,0.07916
2016-07-08,0.09495
2016-07-15,0.0743
2016-07-22,0.06118
2016-07-29,0.03776
2016-08-05,0.03934
2016-08-12,0.06972
2016-08-19,0.08021
2016-08-26,0.05992
2016-09-02,0.06494
2016-09-09,0.05634
2016-09-16,0.05416
2016-09-23,0.011640000000000001
2016-09-30,0.05564
2016-10-12,0.054580000000000004
2016-10-19,0.061840000000000006
2016-10-27,0.04179000000000001
2016-11-03,0.058370000000000005
2016-11-12,0.0534
2016-11-23,0.02484
2016-12-04,0.036860000000000004
2017-03-19,0.09111
2017-04-12,0.11349
2017-04-30,0.14971
2017-05-14,0.08796999999999999
2017-05-30,0.17241
2017-06-15,0.06939
2017-06-30,0.056319999999999995
2017-07-13,0.04985
2017-07-30,0.04930999999999999
2017-08-25,0.07654
2017-09-14,0.07352
2017-09-27,0.05808
2017-10-14,0.0674
2017-10-23,0.07054
2017-11-03,0.050660000000000004
2017-11-16,0.056459999999999996
2017-12-19,0.06179
2018-01-05,0.05311
2018-01-25,0.05111
2018-03-03,0.02669
2018-03-25,0.05663
2018-06-08,0.06749
2018-06-15,0.05999
2018-06-25,0.0363
2018-07-09,0.03749
2018-07-15,0.049620000000000004
2018-08-10,0.05366
2018-08-17,0.04124
2018-08-24,0.030500000000000003
2019-02-27,0.046959999999999995
2019-03-30,0.0579
2019-04-18,0.05842
2019-05-08,0.08631
2019-06-05,0.01327
2019-06-11,0.0
2019-06-21,0.0
2019-06-27,0.06766
2019-07-05,0.04776
2019-07-14,0.05536
2019-07-19,0.11431
2019-07-26,0.05239
2019-08-02,0.07581
2019-08-09,0.06203
2019-08-16,0.08007
2019-08-23,0.06755
2019-08-30,0.16368
2019-09-06,0.13428
2019-09-13,0.07476
2019-09-20,0.0791
2019-09-27,0.06107
2019-10-04,0.05884
2019-10-11,0.07861
2019-10-19,0.00686
2020-02-11,0.05534
2020-02-20,0.05779
2020-03-11,0.02231
2020-04-03,0.057679999999999995
2020-04-09,0.022469999999999997
2020-04-14,0.0467
2020-04-24,0.04692
2020-05-22,0.09254
2020-05-29,0.07849
2020-06-05,0.11606
2020-06-12,0.03303
2020-06-19,0.09044999999999999
2020-06-26,0.07867
2020-07-02,0.11235
2020-07-10,0.126
2020-07-17,0.01019
2020-07-23,0.05606
2020-07-30,0.03188
2020-08-07,0.07666
2020-08-14,0.03183
2020-08-20,0.07604
2020-08-27,0.05244
2020-09-03,0.04164
2020-09-11,0.043550000000000005
2020-09-18,0.020470000000000002
2020-09-24,0.05277
2020-10-01,0.05231
2020-10-08,0.06193
2020-10-16,0.04971
2020-10-23,0.02938
2020-10-27,0.02817
2020-11-06,0.05845
2020-11-13,0.048659999999999995
2020-12-04,0.0167
2021-01-08,0.06904
2021-01-15,0.01708
2021-01-28,0.022430000000000002
2021-02-11,0.012440000000000001
2021-03-03,0.032959999999999996
2021-03-19,0.00175
2021-03-25,0.10394
2021-04-07,0.04517
2021-05-17,0.01698
2021-05-28,0.09039
2021-06-04,0.02825
2021-06-11,0.16704
2021-06-18,0.12366
2021-06-24,0.19177
2021-07-02,0.03991
2021-07-09,0.02848
2021-07-15,0.11155999999999999
2021-07-23,0.0
2021-07-30,0.06374
2021-07-31,0.01634
2021-08-06,0.01632
2021-08-13,0.0512945
2021-08-19,0.041958
2021-08-27,0.0435822
2021-09-03,0.0435552
2021-10-01,0.0377758
2021-10-07,0.061893699999999996
2021-10-15,0.032577
2021-10-22,0.0355305
2021-10-27,0.043251
2021-11-03,0.0379897
2021-11-11,0.0343459
