date,germanium
YYYY-MM-DD,ppb
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.00613
2016-05-31,0.010740000000000001
2016-06-01,0.00217
2016-06-02,0.00139
2016-06-03,0.0014100000000000002
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,0.00598
2016-06-19,0.00988
2016-06-20,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.00936
2016-06-25,0.0049700000000000005
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,0.00789
2016-07-26,0.0
2016-07-27,0.00198
2016-07-28,0.0006399999999999999
2016-07-29,0.00471
2016-07-30,0.00229
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0008399999999999999
2016-08-06,0.0027
2016-08-07,0.00341
2016-08-08,0.00371
2016-08-09,0.0005
2016-08-10,0.00091
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,0.00615
2016-08-14,0.00742
2016-08-15,0.0
2016-08-16,0.00401
2016-08-17,0.0
2016-08-18,0.0019000000000000002
2016-08-19,0.00426
2016-08-20,0.00604
2016-08-21,0.0025
2016-08-22,0.00457
2016-08-23,0.00099
2016-08-24,0.0008500000000000001
2016-08-25,0.006220000000000001
2016-08-26,0.00485
2016-08-27,0.00083
2016-08-28,0.00149
2016-08-29,0.0048000000000000004
2016-08-30,0.00437
2016-08-31,0.00783
2016-09-01,0.0064800000000000005
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.00038
2016-09-05,0.00437
2016-09-06,0.00469
2016-09-07,0.00094
2016-09-08,0.0010500000000000002
2016-09-09,0.0014999999999999998
2016-09-10,0.0
2016-09-11,0.00161
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.00439
2016-09-15,0.00245
2016-09-16,0.0
2016-09-23,0.00138
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.00041999999999999996
2016-09-27,0.0
2017-06-22,0.00615
2017-06-23,0.0
2017-06-24,6e-05
2017-06-25,0.00523
2017-06-26,0.00157
2017-06-27,0.00193
2017-06-28,0.00076
2017-06-29,0.0027300000000000002
2017-06-30,0.0046099999999999995
2017-07-01,0.00053
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,0.00067
2017-07-05,0.0002
2017-07-06,0.0012799999999999999
2017-07-07,0.0023
2017-07-08,0.0
2017-07-09,0.00014
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.00033
2017-12-19,0.0016200000000000001
2018-01-06,0.0046700000000000005
2018-01-26,0.00458
2018-03-04,0.008360000000000001
2018-03-07,0.0
2018-03-25,0.00292
2018-06-08,0.00217
2018-06-15,0.0
2018-06-25,0.0009299999999999999
2018-07-11,0.0
2018-07-15,0.00255
2018-08-10,0.0
2018-08-17,0.00182
2018-08-24,0.00428
2021-01-28,0.02078
2021-02-05,0.03588
2021-02-11,0.01854
2021-02-17,0.016
2021-02-25,0.00894
2021-03-03,0.0029100000000000003
2021-03-10,0.02772
2021-03-19,0.02435
2021-03-25,0.0
2021-03-30,0.0
2021-04-07,0.0
2021-04-14,0.0
2021-05-17,0.0
2021-05-28,0.01576
2021-06-04,0.0172
2021-06-11,0.01358
2021-06-18,0.0050100000000000006
2021-06-24,0.0043
2021-07-02,0.00226
2021-07-09,0.016900000000000002
2021-07-15,0.01474
2021-07-23,0.02999
2021-07-30,0.0077599999999999995
2021-07-31,0.00448
2021-08-06,0.013489999999999999
