date,selenium
YYYY-MM-DD,ppb
2015-04-28,5.56860460836074
2015-04-29,5.39107469305363
2015-04-30,5.6219465550644
2015-05-01,4.97996286708703
2015-05-02,4.79538846523772
2015-05-03,4.52642048401835
2015-05-04,4.53842595962298
2015-05-05,4.33402472933209
2015-05-06,4.42967460730924
2015-05-07,4.34026734540376
2015-05-08,4.43854653831359
2015-05-09,4.47658171688892
2015-05-10,4.37128016863692
2015-05-11,4.51738754550008
2015-05-12,4.52283487910845
2015-05-13,4.59551185527411
2015-05-14,4.45743725134714
2015-05-15,4.45706111153988
2015-05-16,3.95286731868105
2015-05-17,4.10265425372044
2015-05-18,4.25762536145572
2015-05-19,4.0591041384684
2015-05-20,4.76597867946334
2015-05-20,3.21047646997147
2015-05-21,3.26229854026573
2015-05-21,3.16769949515848
2015-05-22,3.28228658536943
2015-05-23,3.16471617138072
2015-05-24,3.29174610350331
2015-05-25,3.23135376335882
2015-05-26,3.19143883799551
2015-05-27,3.19927247773008
2015-05-28,3.04651643926663
2015-05-29,3.05519079884515
2015-05-30,2.98863342346934
2015-05-31,2.92127732869333
2015-06-01,2.55068932349225
2015-06-02,2.38510233725816
2015-06-03,2.30175392938326
2015-06-04,2.27557430293922
2015-06-05,2.5074149425324
2015-06-06,2.32344154378347
2015-06-07,2.30661431641912
2015-06-08,2.3009570402811
2015-06-09,2.1898942442649
2015-06-10,2.14798864363013
2015-06-11,1.98938328871763
2015-06-12,2.14422892513114
2015-06-13,2.9756735127000002
2015-06-14,3.0210919751999996
2015-06-15,3.1830711445
2015-06-16,11.2817938415
2015-06-17,3.0159003624
2015-06-18,3.1430932304000003
2015-06-19,3.249194172
2015-06-20,3.3038651645
2015-06-21,3.3044579848
2015-06-22,3.2440907951999995
2015-06-23,3.35383883052524
2015-06-24,3.75279901181272
2015-06-25,3.3820986819526166
2015-06-26,3.3385444677166083
2015-06-27,3.3319400334795195
2015-06-28,3.4410506148775344
2015-06-29,3.7785663832681564
2015-06-30,3.432200577305232
2015-07-01,3.32980259527466
2015-07-02,3.4241059573648043
2015-07-03,3.100374219580657
2015-07-04,3.22175680875726
2015-07-05,3.2137494718644883
2015-07-06,3.1826695770411426
